locus_tag	ftype	length_bp	gene	EC_number	COG	product
AKHABIKF_00062	CDS	1308	arsB_1		COG1055	Arsenical pump membrane protein
AKHABIKF_00063	CDS	336	aseR		COG0640	HTH-type transcriptional repressor AseR
AKHABIKF_00064	CDS	597	tetR			DNA-binding transcriptional repressor TetR
AKHABIKF_00065	CDS	1188				hypothetical protein
AKHABIKF_00066	CDS	585	ywrO_1	1.6.99.-	COG2249	General stress protein 14
AKHABIKF_00067	CDS	387	yybR_1		COG1733	putative HTH-type transcriptional regulator YybR
AKHABIKF_00068	CDS	873				hypothetical protein
AKHABIKF_00069	CDS	330	hxlR_1		COG1733	HTH-type transcriptional activator HxlR
AKHABIKF_00070	CDS	573	ydeN	3.-.-.-	COG3545	Putative hydrolase YdeN
AKHABIKF_00071	CDS	426				hypothetical protein
AKHABIKF_00072	CDS	1392	gabR_1		COG1167	HTH-type transcriptional regulatory protein GabR
AKHABIKF_00073	CDS	864				hypothetical protein
AKHABIKF_00074	CDS	546				hypothetical protein
AKHABIKF_00075	CDS	276	ptsH_1		COG1925	Phosphocarrier protein HPr
AKHABIKF_00076	CDS	321				hypothetical protein
AKHABIKF_00077	CDS	471				hypothetical protein
AKHABIKF_00078	CDS	594				hypothetical protein
AKHABIKF_00079	CDS	375				hypothetical protein
AKHABIKF_00080	CDS	1290	rfnT			Riboflavin transporter RfnT
AKHABIKF_00081	CDS	1389	ptsJ		COG1167	Vitamin B6 salvage pathway transcriptional repressor PtsJ
AKHABIKF_00082	CDS	879	rhaR_1			HTH-type transcriptional activator RhaR
AKHABIKF_00083	CDS	960	yicL		COG0697	putative inner membrane transporter YicL
AKHABIKF_00084	CDS	876	rhaS_1			HTH-type transcriptional activator RhaS
AKHABIKF_00085	CDS	885	yijE_1			putative cystine transporter YijE
AKHABIKF_00086	CDS	462	carD		COG1329	RNA polymerase-binding transcription factor CarD
AKHABIKF_00087	CDS	201	cspC		COG1278	Cold shock protein CspC
AKHABIKF_00088	CDS	1029	des_1	1.14.19.-	COG3239	Fatty acid desaturase
AKHABIKF_00089	CDS	354				hypothetical protein
AKHABIKF_00090	CDS	234				hypothetical protein
AKHABIKF_00091	CDS	126				hypothetical protein
AKHABIKF_00092	CDS	375				hypothetical protein
AKHABIKF_00093	CDS	1734	bmrA_1	3.6.3.-	COG1132	Multidrug resistance ABC transporter ATP-binding/permease protein BmrA
AKHABIKF_00094	CDS	2559	ramC_1	2.7.-.-	COG0515	putative SapB synthase
AKHABIKF_00095	CDS	183				hypothetical protein
AKHABIKF_00096	CDS	129				hypothetical protein
AKHABIKF_00097	CDS	129				hypothetical protein
AKHABIKF_00098	CDS	129				hypothetical protein
AKHABIKF_00099	CDS	129				hypothetical protein
AKHABIKF_00100	CDS	129				hypothetical protein
AKHABIKF_00101	CDS	2688	ramC_2	2.7.-.-	COG0515	putative SapB synthase
AKHABIKF_00102	CDS	660				hypothetical protein
AKHABIKF_00103	CDS	150				hypothetical protein
AKHABIKF_00104	CDS	123				hypothetical protein
AKHABIKF_00105	CDS	99				hypothetical protein
AKHABIKF_00106	tRNA	84				tRNA-Leu(gag)
AKHABIKF_00107	tRNA	83				tRNA-Leu(tag)
AKHABIKF_00108	tRNA	76				tRNA-Lys(ttt)
AKHABIKF_00109	tRNA	75				tRNA-Gln(ttg)
AKHABIKF_00110	tRNA	72				tRNA-Glu(ttc)
AKHABIKF_00111	tRNA	91				tRNA-Ser(gct)
AKHABIKF_00112	tRNA	75				tRNA-Asn(gtt)
AKHABIKF_00113	CDS	453				Protein SprT-like protein
AKHABIKF_00114	CDS	2160	yhgF		COG2183	Protein YhgF
AKHABIKF_00115	CDS	600	rsbX	3.1.3.3		Phosphoserine phosphatase RsbX
AKHABIKF_00116	CDS	789	sigB		COG1191	RNA polymerase sigma-B factor
AKHABIKF_00117	CDS	483	rsbW	2.7.11.1	COG2172	Serine-protein kinase RsbW
AKHABIKF_00118	CDS	330	rsbV		COG1366	Anti-sigma-B factor antagonist
AKHABIKF_00119	CDS	1008	rsbU	3.1.3.3	COG2208	Phosphoserine phosphatase RsbU
AKHABIKF_00120	CDS	402	rsbT	2.7.11.1	COG2172	Serine/threonine-protein kinase RsbT
AKHABIKF_00121	CDS	366	rsbS		COG1366	RsbT antagonist protein RsbS
AKHABIKF_00122	CDS	822	rsbRA		COG1366	RsbT co-antagonist protein RsbRA
AKHABIKF_00123	CDS	351	ndoA	3.1.27.-	COG2337	Endoribonuclease EndoA
AKHABIKF_00124	CDS	282	ndoAI		COG0864	Antitoxin EndoAI
AKHABIKF_00125	CDS	1170	alr	5.1.1.1		Alanine racemase
AKHABIKF_00126	CDS	1122	ydcC		COG2834	Sporulation protein YdcC
AKHABIKF_00127	CDS	366	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
AKHABIKF_00128	CDS	600	glpG	3.4.21.105		Rhomboid protease GlpG
AKHABIKF_00129	CDS	1485				hypothetical protein
AKHABIKF_00130	CDS	480				hypothetical protein
AKHABIKF_00131	CDS	1485	cshA	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshA
AKHABIKF_00132	CDS	1446	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
AKHABIKF_00133	CDS	1086	ddl	6.3.2.4		D-alanine--D-alanine ligase
AKHABIKF_00134	CDS	321	ydbP		COG0526	Thioredoxin-like protein YdbP
AKHABIKF_00135	CDS	873	mneS_1		COG0053	Manganese efflux system protein MneS
AKHABIKF_00136	CDS	165				hypothetical protein
AKHABIKF_00137	CDS	147				hypothetical protein
AKHABIKF_00138	CDS	1146	ydbM	1.3.99.-		Putative acyl-CoA dehydrogenase YdbM
AKHABIKF_00139	CDS	336				hypothetical protein
AKHABIKF_00140	CDS	768				hypothetical protein
AKHABIKF_00141	CDS	927	bcrA_1			Bacitracin transport ATP-binding protein BcrA
AKHABIKF_00142	CDS	1053				hypothetical protein
AKHABIKF_00143	CDS	1266	dctA		COG1301	C4-dicarboxylate transport protein
AKHABIKF_00144	CDS	681	dcuR_1		COG4565	Transcriptional regulatory protein DcuR
AKHABIKF_00145	CDS	1608	dcuS_1	2.7.13.3	COG3290	Sensor histidine kinase DcuS
AKHABIKF_00146	CDS	1053	dctP		COG1638	C4-dicarboxylate-binding periplasmic protein DctP
AKHABIKF_00147	CDS	822	ydbD_2	1.11.1.6	COG3546	putative manganese catalase
AKHABIKF_00148	CDS	360				hypothetical protein
AKHABIKF_00149	CDS	342				hypothetical protein
AKHABIKF_00150	CDS	372	gsiB		COG3729	Glucose starvation-inducible protein B
AKHABIKF_00151	CDS	819				hypothetical protein
AKHABIKF_00152	CDS	453				hypothetical protein
AKHABIKF_00153	CDS	258				hypothetical protein
AKHABIKF_00154	CDS	1278	mntH_1		COG1914	Divalent metal cation transporter MntH
AKHABIKF_00155	CDS	267				hypothetical protein
AKHABIKF_00156	CDS	1725	ydaP		COG0028	Putative thiamine pyrophosphate-containing protein YdaP
AKHABIKF_00157	CDS	450	rppH	3.6.1.-		RNA pyrophosphohydrolase
AKHABIKF_00158	CDS	1824	kimA		COG0531	Potassium transporter KimA
AKHABIKF_00159	CDS	2121				hypothetical protein
AKHABIKF_00160	CDS	1263		2.4.1.336	COG1215	Beta-monoglucosyldiacylglycerol synthase
AKHABIKF_00161	CDS	1731				hypothetical protein
AKHABIKF_00162	CDS	852	dgcC	2.7.7.65		putative diguanylate cyclase DgcC
AKHABIKF_00163	CDS	1089				hypothetical protein
AKHABIKF_00164	CDS	2184	topB	5.6.2.1	COG0550	DNA topoisomerase 3
AKHABIKF_00165	CDS	435	lrpC_1		COG1522	HTH-type transcriptional regulator LrpC
AKHABIKF_00166	CDS	291				hypothetical protein
AKHABIKF_00167	CDS	810	amj			Lipid II flippase Amj
AKHABIKF_00168	CDS	423	ydaG		COG3871	General stress protein 26
AKHABIKF_00169	CDS	552	ydaF	2.3.1.-	COG1670	Putative ribosomal N-acetyltransferase YdaF
AKHABIKF_00170	CDS	504	ydaE	5.3.1.15	COG3822	putative D-lyxose ketol-isomerase
AKHABIKF_00171	CDS	861	ydaD_1	1.-.-.-		General stress protein 39
AKHABIKF_00172	CDS	597	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
AKHABIKF_00173	CDS	1512	lcfB_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
AKHABIKF_00174	CDS	2085	mtlR			Transcriptional regulator MtlR
AKHABIKF_00175	CDS	903	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
AKHABIKF_00176	CDS	2007	mrdA	3.4.16.4		Peptidoglycan D,D-transpeptidase MrdA
AKHABIKF_00177	CDS	288				hypothetical protein
AKHABIKF_00178	CDS	246				hypothetical protein
AKHABIKF_00179	CDS	642	lipC_1	3.-.-.-	COG2755	Spore germination lipase LipC
AKHABIKF_00180	CDS	756	kipR		COG1414	HTH-type transcriptional regulator KipR
AKHABIKF_00181	CDS	1008	pxpC	3.5.2.9	COG1984	5-oxoprolinase subunit C
AKHABIKF_00182	CDS	723	pxpB	3.5.2.9	COG2049	5-oxoprolinase subunit B
AKHABIKF_00183	CDS	792		4.2.1.-	COG4336	Putative hydro-lyase
AKHABIKF_00184	CDS	1215	mntH_2			Divalent metal cation transporter MntH
AKHABIKF_00185	CDS	774	pxpA	3.5.2.9	COG1540	5-oxoprolinase subunit A
AKHABIKF_00186	CDS	750	ycsE	3.1.3.104		5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YcsE
AKHABIKF_00187	CDS	165				hypothetical protein
AKHABIKF_00188	CDS	393	fabZ_1	4.2.1.59		3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
AKHABIKF_00189	CDS	609				hypothetical protein
AKHABIKF_00190	CDS	426	sipU	3.4.21.89	COG0681	Signal peptidase I U
AKHABIKF_00191	CDS	243				hypothetical protein
AKHABIKF_00192	CDS	1059	dmlA	1.1.1.83	COG0473	D-malate dehydrogenase [decarboxylating]
AKHABIKF_00193	CDS	1122	mtlD	1.1.1.17	COG0246	Mannitol-1-phosphate 5-dehydrogenase
AKHABIKF_00194	CDS	432	mtlF		COG2213	Mannitol-specific phosphotransferase enzyme IIA component
AKHABIKF_00195	CDS	1437	mtlA			PTS system mannitol-specific EIICB component
AKHABIKF_00196	CDS	354	ycnL			putative protein YcnL
AKHABIKF_00197	CDS	573	ycnK		COG1349	HTH-type transcriptional repressor YcnK
AKHABIKF_00198	CDS	1626	ycnJ		COG1276	Copper transport protein YcnJ
AKHABIKF_00199	CDS	615	ycnI		COG4549	putative protein YcnI
AKHABIKF_00200	CDS	786	gdh	1.1.1.47	COG1028	Glucose 1-dehydrogenase
AKHABIKF_00201	CDS	864	glcU		COG4975	Glucose uptake protein GlcU
AKHABIKF_00202	CDS	1389	gabD	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)]
AKHABIKF_00203	CDS	1311	davT	2.6.1.48	COG0160	5-aminovalerate aminotransferase DavT
AKHABIKF_00204	CDS	1440	gabR_2		COG1167	HTH-type transcriptional regulatory protein GabR
AKHABIKF_00205	CDS	315				hypothetical protein
AKHABIKF_00206	CDS	288	ycnE	1.-.-.-	COG1359	Putative monooxygenase YcnE
AKHABIKF_00207	CDS	750	nfrA2	1.5.1.39	COG0778	FMN reductase [NAD(P)H]
AKHABIKF_00208	CDS	879				hypothetical protein
AKHABIKF_00209	CDS	1419	emrY_1			putative multidrug resistance protein EmrY
AKHABIKF_00210	CDS	954	yclQ		COG4607	Petrobactin-binding protein YclQ
AKHABIKF_00211	CDS	759	yclP	7.2.2.-	COG4604	Petrobactin import ATP-binding protein YclP
AKHABIKF_00212	CDS	948	yclO		COG4605	Petrobactin import system permease protein YclO
AKHABIKF_00213	CDS	951	yclN		COG4606	Petrobactin import system permease protein YclN
AKHABIKF_00214	CDS	1365	yclM	2.7.2.4	COG0527	Aspartokinase 3
AKHABIKF_00215	CDS	114				hypothetical protein
AKHABIKF_00216	CDS	123	phrC			Phosphatase RapC inhibitor
AKHABIKF_00217	CDS	1149	rapF_1	3.1.-.-	COG0457	Response regulator aspartate phosphatase F
AKHABIKF_00218	CDS	1419	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
AKHABIKF_00219	CDS	684	srrA_1		COG0745	Transcriptional regulatory protein SrrA
AKHABIKF_00220	CDS	1467				hypothetical protein
AKHABIKF_00221	CDS	681	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
AKHABIKF_00222	CDS	1122	yndE_1			Spore germination protein YndE
AKHABIKF_00223	CDS	1224	gerBC_1			Spore germination protein B3
AKHABIKF_00224	CDS	1635	gerBA_1			Spore germination protein B1
AKHABIKF_00225	CDS	222				hypothetical protein
AKHABIKF_00226	CDS	1755				hypothetical protein
AKHABIKF_00227	CDS	1479	dtpT		COG3104	Di-/tripeptide transporter
AKHABIKF_00228	CDS	846	pip	3.4.11.5		Proline iminopeptidase
AKHABIKF_00229	CDS	465				hypothetical protein
AKHABIKF_00230	CDS	228	bsdD			Protein BsdD
AKHABIKF_00231	CDS	1422	bsdC	4.1.1.61	COG0043	Phenolic acid decarboxylase
AKHABIKF_00232	CDS	615	bsdB	2.5.1.129	COG0163	putative UbiX-like flavin prenyltransferase
AKHABIKF_00233	CDS	873	benM			HTH-type transcriptional regulator BenM
AKHABIKF_00234	CDS	807	tcyA		COG0834	L-cystine-binding protein TcyA
AKHABIKF_00235	CDS	705	tcyB		COG0765	L-cystine transport system permease protein TcyB
AKHABIKF_00236	CDS	744	tcyC	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyC
AKHABIKF_00237	CDS	648				hypothetical protein
AKHABIKF_00238	CDS	675	sfp	2.7.8.7	COG2091	4'-phosphopantetheinyl transferase Sfp
AKHABIKF_00239	CDS	1335	gabR_3		COG1167	HTH-type transcriptional regulatory protein GabR
AKHABIKF_00240	CDS	939				hypothetical protein
AKHABIKF_00241	CDS	558				hypothetical protein
AKHABIKF_00242	CDS	1227				hypothetical protein
AKHABIKF_00243	CDS	729	srfAD	3.1.2.-	COG3208	Surfactin synthase thioesterase subunit
AKHABIKF_00244	CDS	3828	srfAC		COG3319	Surfactin synthase subunit 3
AKHABIKF_00245	CDS	1881	srfAB			Surfactin synthase subunit 2
AKHABIKF_00246	CDS	777	spo0M_1		COG4326	Sporulation-control protein spo0M
AKHABIKF_00247	CDS	198				hypothetical protein
AKHABIKF_00248	CDS	519				hypothetical protein
AKHABIKF_00249	CDS	1767	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
AKHABIKF_00250	CDS	1356	yvdP_1	1.21.-.-	COG0277	putative FAD-linked oxidoreductase YvdP
AKHABIKF_00251	CDS	198				hypothetical protein
AKHABIKF_00252	CDS	1452	katA_1	1.11.1.6	COG0753	Vegetative catalase
AKHABIKF_00253	CDS	768	ssuB	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
AKHABIKF_00254	CDS	999	ssuA		COG0715	Putative aliphatic sulfonates-binding protein
AKHABIKF_00255	CDS	831	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
AKHABIKF_00256	CDS	1131	ssuD	1.14.14.5	COG2141	Alkanesulfonate monooxygenase
AKHABIKF_00257	CDS	507				hypothetical protein
AKHABIKF_00258	CDS	270	rpsN2		COG0199	Alternate 30S ribosomal protein S14
AKHABIKF_00259	CDS	474				hypothetical protein
AKHABIKF_00260	CDS	204				hypothetical protein
AKHABIKF_00261	tRNA	74				tRNA-Gly(tcc)
AKHABIKF_00262	CDS	624				hypothetical protein
AKHABIKF_00263	CDS	1161	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
AKHABIKF_00264	CDS	924				hypothetical protein
AKHABIKF_00265	CDS	474	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
AKHABIKF_00266	CDS	642				hypothetical protein
AKHABIKF_00267	CDS	714				hypothetical protein
AKHABIKF_00268	CDS	708				hypothetical protein
AKHABIKF_00269	CDS	1896				hypothetical protein
AKHABIKF_00270	CDS	1179				hypothetical protein
AKHABIKF_00271	CDS	465				hypothetical protein
AKHABIKF_00272	CDS	633	aaeA			p-hydroxybenzoic acid efflux pump subunit AaeA
AKHABIKF_00273	CDS	1599	emrB_1			Multidrug export protein EmrB
AKHABIKF_00274	CDS	531	pnpB	1.6.5.6		p-benzoquinone reductase
AKHABIKF_00275	CDS	375				hypothetical protein
AKHABIKF_00276	CDS	762				hypothetical protein
AKHABIKF_00277	CDS	366	ytrA_1		COG1725	HTH-type transcriptional repressor YtrA
AKHABIKF_00278	CDS	699	opuBA_1		COG1125	Choline transport ATP-binding protein OpuBA
AKHABIKF_00279	CDS	918	lnrL_1	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
AKHABIKF_00280	CDS	942				hypothetical protein
AKHABIKF_00281	CDS	204	cspB		COG1278	Cold shock protein CspB
AKHABIKF_00282	CDS	831	metQ_1		COG1464	Methionine-binding lipoprotein MetQ
AKHABIKF_00283	CDS	1080				hypothetical protein
AKHABIKF_00284	CDS	1392	tcyP		COG1823	L-cystine uptake protein TcyP
AKHABIKF_00285	CDS	447				hypothetical protein
AKHABIKF_00286	CDS	570	yhcN			putative spore germination lipoprotein YhcN
AKHABIKF_00287	CDS	969				hypothetical protein
AKHABIKF_00288	CDS	654				hypothetical protein
AKHABIKF_00289	CDS	3588	yhcR	3.1.31.-	COG0737	Endonuclease YhcR
AKHABIKF_00290	CDS	597	srtD	3.4.22.-	COG3764	Sortase D
AKHABIKF_00291	CDS	909	rluD_1	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
AKHABIKF_00292	CDS	396				hypothetical protein
AKHABIKF_00293	CDS	423	hrp1_1		COG0517	Hypoxic response protein 1
AKHABIKF_00294	CDS	663	cbbY	3.1.3.-	COG0637	Protein CbbY
AKHABIKF_00295	CDS	1542				hypothetical protein
AKHABIKF_00296	CDS	1338	tpa	2.6.1.77	COG0161	Taurine--pyruvate aminotransferase
AKHABIKF_00297	CDS	576	glpP		COG1954	Glycerol uptake operon antiterminator regulatory protein
AKHABIKF_00298	CDS	825	glpF		COG0580	Glycerol uptake facilitator protein
AKHABIKF_00299	CDS	1491	glpK	2.7.1.30	COG0554	Glycerol kinase
AKHABIKF_00300	CDS	1665	glpD	1.1.5.3	COG0578	Aerobic glycerol-3-phosphate dehydrogenase
AKHABIKF_00301	CDS	1746	pgcA	5.4.2.2		Phosphoglucomutase
AKHABIKF_00302	CDS	1140				hypothetical protein
AKHABIKF_00303	CDS	648	liaR_1		COG2197	Transcriptional regulatory protein LiaR
AKHABIKF_00304	CDS	525	azr	1.7.-.-	COG0431	FMN-dependent NADPH-azoreductase
AKHABIKF_00305	CDS	243				hypothetical protein
AKHABIKF_00306	CDS	324				hypothetical protein
AKHABIKF_00307	CDS	1467	lytF	3.4.-.-	COG0791	Peptidoglycan endopeptidase LytF
AKHABIKF_00308	CDS	441	nsrR		COG1959	HTH-type transcriptional repressor NsrR
AKHABIKF_00309	CDS	1527				hypothetical protein
AKHABIKF_00310	CDS	1407				hypothetical protein
AKHABIKF_00311	CDS	1377	phoA	3.1.3.1	COG1785	Alkaline phosphatase 4
AKHABIKF_00312	CDS	1005	lytE	3.4.-.-		putative peptidoglycan endopeptidase LytE
AKHABIKF_00313	CDS	876	cysL_1		COG0583	HTH-type transcriptional regulator CysL
AKHABIKF_00314	CDS	1101	citA	2.3.3.16	COG0372	Citrate synthase 1
AKHABIKF_00315	CDS	873	ydaD_2	1.-.-.-		General stress protein 39
AKHABIKF_00316	CDS	1398	yhdG_1		COG0531	putative amino acid permease YhdG
AKHABIKF_00317	CDS	1356				hypothetical protein
AKHABIKF_00318	CDS	1410	gabR_4		COG1167	HTH-type transcriptional regulatory protein GabR
AKHABIKF_00319	CDS	429				hypothetical protein
AKHABIKF_00320	CDS	291	yhdK			putative anti-sigma-M factor YhdK
AKHABIKF_00321	CDS	1074	yhdL			putative anti-sigma-M factor YhdL
AKHABIKF_00322	CDS	492	sigM_1		COG1595	ECF RNA polymerase sigma factor SigM
AKHABIKF_00323	CDS	996	yhdN	1.1.1.-	COG0667	Aldo-keto reductase YhdN
AKHABIKF_00324	CDS	600	plsC	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
AKHABIKF_00325	CDS	1335				hypothetical protein
AKHABIKF_00326	CDS	546				hypothetical protein
AKHABIKF_00327	CDS	1182	aspC	2.6.1.1	COG0436	Aspartate aminotransferase
AKHABIKF_00328	CDS	1386				hypothetical protein
AKHABIKF_00329	CDS	357	crcB_1		COG0239	Putative fluoride ion transporter CrcB
AKHABIKF_00330	CDS	396	crcB_2			Putative fluoride ion transporter CrcB
AKHABIKF_00331	CDS	732	glpQ_1	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
AKHABIKF_00332	CDS	108				hypothetical protein
AKHABIKF_00333	CDS	1116				hypothetical protein
AKHABIKF_00334	CDS	744	cobB	2.3.1.286	COG0846	NAD-dependent protein deacetylase
AKHABIKF_00335	CDS	849		3.5.1.104	COG0726	Peptidoglycan-N-acetylglucosamine deacetylase
AKHABIKF_00336	CDS	849	dat	2.6.1.21		D-alanine aminotransferase
AKHABIKF_00337	CDS	1362	nhaC		COG1757	Na(+)/H(+) antiporter NhaC
AKHABIKF_00338	CDS	555	nhaX		COG0589	Stress response protein NhaX
AKHABIKF_00339	CDS	1758	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
AKHABIKF_00340	CDS	2022	yheH	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheH
AKHABIKF_00341	CDS	621				hypothetical protein
AKHABIKF_00342	CDS	204				Small, acid-soluble spore protein 1
AKHABIKF_00343	CDS	210				hypothetical protein
AKHABIKF_00344	CDS	1362	yheD			Endospore coat-associated protein YheD
AKHABIKF_00345	CDS	1092				hypothetical protein
AKHABIKF_00346	CDS	1134				hypothetical protein
AKHABIKF_00347	CDS	354				hypothetical protein
AKHABIKF_00348	CDS	1074	yhaZ		COG4335	putative protein YhaZ
AKHABIKF_00349	CDS	867	yhaX		COG0561	Stress response protein YhaX
AKHABIKF_00350	CDS	1506	hemZ	1.3.99.-	COG0635	Oxygen-independent coproporphyrinogen-III oxidase-like protein HemZ
AKHABIKF_00351	CDS	1218	khtU		COG0475	K(+)/H(+) antiporter subunit KhtU
AKHABIKF_00352	CDS	498	khtT_1		COG0490	K(+)/H(+) antiporter subunit KhtT
AKHABIKF_00353	CDS	318	khtS			K(+)/H(+) antiporter modulator KhtS
AKHABIKF_00354	CDS	768	paaF	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
AKHABIKF_00355	CDS	186				hypothetical protein
AKHABIKF_00356	CDS	897		7.6.2.-	COG1131	Multidrug efflux system ATP-binding protein
AKHABIKF_00357	CDS	1260	yhaP		COG1668	putative protein YhaP
AKHABIKF_00358	CDS	1224	yhaO		COG0420	putative metallophosphoesterase YhaO
AKHABIKF_00359	CDS	2883	yhaN		COG4717	putative protein YhaN
