locus_tag	ftype	length_bp	gene	EC_number	COG	product
DHKOHJCB_00102	CDS	210	mbtH		COG3251	Protein MbtH
DHKOHJCB_00103	CDS	7137	dhbF		COG1020	Dimodular nonribosomal peptide synthase
DHKOHJCB_00104	CDS	939	dhbB	3.3.2.1	COG1535	Isochorismatase
DHKOHJCB_00105	CDS	1620	dhbE	6.3.2.-	COG1021	2,3-dihydroxybenzoate-AMP ligase
DHKOHJCB_00106	CDS	1197	dhbC	5.4.4.2	COG1169	Isochorismate synthase DhbC
DHKOHJCB_00107	CDS	786	dhbA	1.3.1.28	COG1028	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
DHKOHJCB_00108	CDS	882	besA	3.1.-.-	COG2819	Ferri-bacillibactin esterase BesA
DHKOHJCB_00109	CDS	597	yedY1		COG2041	Putative protein-methionine-sulfoxide reductase subunit YedZ1
DHKOHJCB_00110	CDS	603	bioY_1		COG1268	Biotin transporter BioY
DHKOHJCB_00111	CDS	1329				hypothetical protein
DHKOHJCB_00112	CDS	1503	pepA	3.4.11.1	COG0260	Cytosol aminopeptidase
DHKOHJCB_00113	CDS	477				hypothetical protein
DHKOHJCB_00114	CDS	657	yuiC		COG3584	putative protein YuiC
DHKOHJCB_00115	CDS	321				hypothetical protein
DHKOHJCB_00116	CDS	1221		1.6.99.-	COG1252	NADH dehydrogenase-like protein
DHKOHJCB_00117	CDS	999	yumC	1.18.1.2	COG0492	Ferredoxin--NADP reductase 2
DHKOHJCB_00118	CDS	141				hypothetical protein
DHKOHJCB_00119	CDS	981	guaC	1.7.1.7	COG0516	GMP reductase
DHKOHJCB_00120	CDS	624	paiB		COG2808	Protease synthase and sporulation protein PAI 2
DHKOHJCB_00121	CDS	507	paiA	2.3.1.57	COG0454	Spermidine/spermine N(1)-acetyltransferase
DHKOHJCB_00122	CDS	363			COG0316	Protein
DHKOHJCB_00123	CDS	855	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
DHKOHJCB_00124	CDS	1215	nupX		COG1972	Putative nucleoside permease NupX
DHKOHJCB_00125	CDS	237				hypothetical protein
DHKOHJCB_00126	CDS	1029	ndh	1.6.99.3	COG1252	NADH dehydrogenase
DHKOHJCB_00127	CDS	324				hypothetical protein
DHKOHJCB_00128	CDS	237	nfuA			Fe/S biogenesis protein NfuA
DHKOHJCB_00129	CDS	1974	dpp5	3.4.14.-	COG1506	Dipeptidyl-peptidase 5
DHKOHJCB_00130	CDS	930	thrB	2.7.1.39	COG0083	Homoserine kinase
DHKOHJCB_00131	CDS	1068	thrC	4.2.3.1	COG0498	Threonine synthase
DHKOHJCB_00132	CDS	1302	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
DHKOHJCB_00133	CDS	1020				hypothetical protein
DHKOHJCB_00134	CDS	450	ypjQ_1		COG1267	putative protein YpjQ
DHKOHJCB_00135	CDS	771	yutF	3.1.3.-	COG0647	Acid sugar phosphatase
DHKOHJCB_00136	CDS	435				hypothetical protein
DHKOHJCB_00137	CDS	276	yutD		COG4470	putative protein YutD
DHKOHJCB_00138	CDS	633				hypothetical protein
DHKOHJCB_00139	CDS	897	lipA	2.8.1.8	COG0320	Lipoyl synthase
DHKOHJCB_00140	CDS	981	lytH	3.4.-.-	COG0739	L-Ala--D-Glu endopeptidase
DHKOHJCB_00141	CDS	765	yunB			Sporulation protein YunB
DHKOHJCB_00142	CDS	306				hypothetical protein
DHKOHJCB_00143	CDS	1389	mggB	3.1.3.-	COG0737	Mannosylglucosyl-3-phosphoglycerate phosphatase
DHKOHJCB_00144	CDS	822				hypothetical protein
DHKOHJCB_00145	CDS	849				hypothetical protein
DHKOHJCB_00146	CDS	348				hypothetical protein
DHKOHJCB_00147	CDS	1341	allB	3.5.2.5	COG0044	Allantoinase
DHKOHJCB_00148	CDS	1596	pucR		COG2508	Purine catabolism regulatory protein
DHKOHJCB_00149	CDS	1353	pucJ		COG2233	Uric acid permease PucJ
DHKOHJCB_00150	CDS	1293	pucK_1		COG2233	Uric acid permease PucK
DHKOHJCB_00151	CDS	1485	pucL		COG3195	Uric acid degradation bifunctional protein PucL
DHKOHJCB_00152	CDS	345	pucM	3.5.2.17	COG2351	5-hydroxyisourate hydrolase
DHKOHJCB_00153	CDS	522	pucE	1.17.1.4	COG2080	putative xanthine dehydrogenase subunit E
DHKOHJCB_00154	CDS	2244	pucD	1.17.1.4	COG1529	putative xanthine dehydrogenase subunit D
DHKOHJCB_00155	CDS	834	pucC	1.17.1.4	COG1319	putative xanthine dehydrogenase subunit C
DHKOHJCB_00156	CDS	618	pucB		COG2068	Purine catabolism protein PucB
DHKOHJCB_00157	CDS	993	pucA	1.17.1.4	COG1975	putative xanthine dehydrogenase subunit A
DHKOHJCB_00158	CDS	222				hypothetical protein
DHKOHJCB_00159	CDS	1251	pucG	2.6.1.112	COG0075	(S)-ureidoglycine--glyoxylate transaminase
DHKOHJCB_00160	CDS	1239	pucF	3.5.3.9	COG0624	Allantoate amidohydrolase
DHKOHJCB_00161	CDS	867	bsn	3.1.-.-	COG2356	Extracellular ribonuclease
DHKOHJCB_00162	CDS	1104	msmX_1	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
DHKOHJCB_00163	CDS	729	yurK		COG2188	putative HTH-type transcriptional regulator YurK
DHKOHJCB_00164	CDS	855	frlD	2.7.1.-	COG0524	Fructosamine kinase FrlD
DHKOHJCB_00165	CDS	903	ngcG		COG0395	Diacetylchitobiose uptake system permease protein NgcG
DHKOHJCB_00166	CDS	879	ngcF		COG1175	Diacetylchitobiose uptake system permease protein NgcF
DHKOHJCB_00167	CDS	1269	msmE		COG1653	Multiple sugar-binding protein
DHKOHJCB_00168	CDS	987	frlB	3.5.-.-	COG2222	Fructosamine deglycase FrlB
DHKOHJCB_00169	CDS	375	uvrC_1			UvrABC system protein C
DHKOHJCB_00170	CDS	1119	thiO_1	1.4.3.19		Glycine oxidase
DHKOHJCB_00171	CDS	147	sspG			Small, acid-soluble spore protein G
DHKOHJCB_00172	CDS	276				hypothetical protein
DHKOHJCB_00173	CDS	384				hypothetical protein
DHKOHJCB_00174	CDS	1398				hypothetical protein
DHKOHJCB_00175	CDS	444	sufU	2.-.-.-	COG0822	Zinc-dependent sulfurtransferase SufU
DHKOHJCB_00176	CDS	1221	sufS	2.8.1.7	COG0520	Cysteine desulfurase SufS
DHKOHJCB_00177	CDS	1314				hypothetical protein
DHKOHJCB_00178	CDS	786	sufC		COG0396	Vegetative protein 296
DHKOHJCB_00179	CDS	363				hypothetical protein
DHKOHJCB_00180	CDS	825	metQ_1		COG1464	Methionine-binding lipoprotein MetQ
DHKOHJCB_00181	CDS	669	metP		COG2011	Methionine import system permease protein MetP
DHKOHJCB_00182	CDS	1026	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
DHKOHJCB_00183	CDS	345				hypothetical protein
DHKOHJCB_00184	CDS	321				hypothetical protein
DHKOHJCB_00185	CDS	441	rnmV_1	3.1.26.8		Ribonuclease M5
DHKOHJCB_00186	CDS	237				hypothetical protein
DHKOHJCB_00187	CDS	384	gcvH		COG0509	Glycine cleavage system H protein
DHKOHJCB_00188	CDS	357	mgsR_1		COG1393	Regulatory protein MgsR
DHKOHJCB_00189	CDS	1785	fadE	1.3.99.-	COG1960	putative acyl-CoA dehydrogenase
DHKOHJCB_00190	CDS	1176	fadA	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
DHKOHJCB_00191	CDS	2448	fadN	1.1.1.35	COG1024	putative 3-hydroxyacyl-CoA dehydrogenase
DHKOHJCB_00192	CDS	147				hypothetical protein
DHKOHJCB_00193	CDS	909	fadM	1.5.5.2	COG0506	Proline dehydrogenase 1
DHKOHJCB_00194	CDS	246				hypothetical protein
DHKOHJCB_00195	CDS	333				hypothetical protein
DHKOHJCB_00196	CDS	468	yusO_1			putative HTH-type transcriptional regulator YusO
DHKOHJCB_00197	CDS	1626	bmr3_1			Multidrug resistance protein 3
DHKOHJCB_00198	CDS	384				hypothetical protein
DHKOHJCB_00199	CDS	741	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
DHKOHJCB_00200	CDS	888	gltR_1		COG0583	HTH-type transcriptional regulator GltR
DHKOHJCB_00201	CDS	288				hypothetical protein
DHKOHJCB_00202	CDS	828	yusV_1		COG1120	putative siderophore transport system ATP-binding protein YusV
DHKOHJCB_00203	CDS	438				hypothetical protein
DHKOHJCB_00204	CDS	1797	pepF1_1	3.4.24.-		Oligoendopeptidase F, plasmid
DHKOHJCB_00205	CDS	843				hypothetical protein
DHKOHJCB_00206	CDS	462	mrgA		COG0783	Metalloregulation DNA-binding stress protein
DHKOHJCB_00207	CDS	1377	htrB	3.4.21.107	COG0265	Serine protease Do-like HtrB
DHKOHJCB_00208	CDS	678	cssR			Transcriptional regulatory protein CssR
DHKOHJCB_00209	CDS	1356	cssS	2.7.13.3		Sensor histidine kinase CssS
DHKOHJCB_00210	CDS	876				hypothetical protein
DHKOHJCB_00211	CDS	1389	fumC	4.2.1.2		Fumarate hydratase class II
DHKOHJCB_00212	CDS	186				hypothetical protein
DHKOHJCB_00213	CDS	1449	gerAA			Spore germination protein A1
DHKOHJCB_00214	CDS	1098	gerAB			Spore germination protein A2
DHKOHJCB_00215	CDS	1122	gerAC			Spore germination protein A3
DHKOHJCB_00216	CDS	636	liaR_1		COG2197	Transcriptional regulatory protein LiaR
DHKOHJCB_00217	CDS	1083	liaS	2.7.13.3	COG4585	Sensor histidine kinase LiaS
DHKOHJCB_00218	CDS	726	liaF		COG4758	Protein LiaF
DHKOHJCB_00219	CDS	873	liaG		COG3595	Protein LiaG
DHKOHJCB_00220	CDS	678	liaH		COG1842	Protein LiaH
DHKOHJCB_00221	CDS	381	liaI			Protein LiaI
DHKOHJCB_00222	CDS	1269				hypothetical protein
DHKOHJCB_00223	CDS	582	yvqK	2.5.1.17	COG2096	Corrinoid adenosyltransferase
DHKOHJCB_00224	CDS	1332	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
DHKOHJCB_00225	CDS	1062	hmuU		COG0609	Hemin transport system permease protein HmuU
DHKOHJCB_00226	CDS	945	btuF			Vitamin B12-binding protein
DHKOHJCB_00227	CDS	792	bdhA_1	1.1.1.30		D-beta-hydroxybutyrate dehydrogenase
DHKOHJCB_00228	CDS	879		3.1.1.99		6-deoxy-6-sulfogluconolactonase
DHKOHJCB_00229	CDS	1743	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
DHKOHJCB_00230	CDS	714	walR_1		COG0745	Transcriptional regulatory protein WalR
DHKOHJCB_00231	CDS	240	rsoA			Sigma-O factor regulatory protein RsoA
DHKOHJCB_00232	CDS	573	sigO			RNA polymerase sigma factor SigO
DHKOHJCB_00233	CDS	153	yvrJ			putative protein YvrJ
DHKOHJCB_00234	CDS	1158	oxdC	4.1.1.2	COG2140	Oxalate decarboxylase OxdC
DHKOHJCB_00235	CDS	411	yvrL			Membrane-bound negative regulator YvrL
DHKOHJCB_00236	CDS	1251	yknZ_1		COG0577	putative ABC transporter permease YknZ
DHKOHJCB_00237	CDS	690	yknY_1	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
DHKOHJCB_00238	CDS	1194	yknX_1		COG0845	Putative efflux system component YknX
DHKOHJCB_00239	CDS	810	yusV_2		COG1120	putative siderophore transport system ATP-binding protein YusV
DHKOHJCB_00240	CDS	1011	feuC_1		COG0609	Iron-uptake system permease protein FeuC
DHKOHJCB_00241	CDS	1047	feuB_1		COG0609	Iron-uptake system permease protein FeuB
DHKOHJCB_00242	CDS	948	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
DHKOHJCB_00243	CDS	1410	arcD		COG0531	Arginine/ornithine antiporter
DHKOHJCB_00244	CDS	141	sspJ			Small, acid-soluble spore protein J
DHKOHJCB_00245	CDS	483	ydjM_1		COG1988	Inner membrane protein YdjM
DHKOHJCB_00246	CDS	1854	ltaS2_1		COG1368	Lipoteichoic acid synthase 2
DHKOHJCB_00247	CDS	930				hypothetical protein
DHKOHJCB_00248	CDS	783	modA		COG0725	Molybdate-binding protein ModA
DHKOHJCB_00249	CDS	684	modB		COG4149	Molybdenum transport system permease protein ModB
DHKOHJCB_00250	CDS	831	yvgN	1.1.1.-	COG0656	Glyoxal reductase
DHKOHJCB_00251	CDS	486	yvgO			Stress response protein YvgO
DHKOHJCB_00252	CDS	2013	nhaK		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
DHKOHJCB_00253	CDS	1716	cysI	1.8.1.2	COG0155	Sulfite reductase [NADPH] hemoprotein beta-component
DHKOHJCB_00254	CDS	1818	cysJ	1.8.1.2	COG0369	Sulfite reductase [NADPH] flavoprotein alpha-component
DHKOHJCB_00255	CDS	2325	helD	3.6.4.12	COG3973	DNA helicase IV
DHKOHJCB_00256	CDS	609				hypothetical protein
DHKOHJCB_00257	CDS	417	bdbC		COG1495	Disulfide bond formation protein C
DHKOHJCB_00258	CDS	669	bdbD		COG1651	Disulfide bond formation protein D
DHKOHJCB_00259	CDS	2100	cadA	3.6.3.3	COG2217	Cadmium, zinc and cobalt-transporting ATPase
DHKOHJCB_00260	CDS	2412	copA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
DHKOHJCB_00261	CDS	210	copZ			Copper chaperone CopZ
DHKOHJCB_00262	CDS	306	csoR_1		COG1937	Copper-sensing transcriptional repressor CsoR
DHKOHJCB_00263	CDS	1047	iolW	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolW
DHKOHJCB_00264	CDS	636	azoR2	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase 2
DHKOHJCB_00265	CDS	1266				hypothetical protein
DHKOHJCB_00266	CDS	549				hypothetical protein
DHKOHJCB_00267	CDS	402				hypothetical protein
DHKOHJCB_00268	CDS	360	qacC			Quaternary ammonium compound-resistance protein QacC
DHKOHJCB_00269	CDS	573				hypothetical protein
DHKOHJCB_00270	CDS	795	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
DHKOHJCB_00271	tmRNA	360	ssrA			transfer-messenger RNA, SsrA
DHKOHJCB_00272	CDS	471	smpB		COG0691	SsrA-binding protein
DHKOHJCB_00273	CDS	2340	rnr	3.1.13.1	COG0557	Ribonuclease R
DHKOHJCB_00274	CDS	741	est	3.1.1.1	COG1647	Carboxylesterase
DHKOHJCB_00275	CDS	231	secG		COG1314	putative protein-export membrane protein SecG
DHKOHJCB_00276	CDS	774	yvaM	3.-.-.-		AB hydrolase superfamily protein YvaM
DHKOHJCB_00277	CDS	243				hypothetical protein
DHKOHJCB_00278	CDS	417	rghR_1			HTH-type transcriptional repressor RghR
DHKOHJCB_00279	CDS	420	rghR_2			HTH-type transcriptional repressor RghR
DHKOHJCB_00280	CDS	327	yodB_1		COG1733	HTH-type transcriptional regulator YodB
DHKOHJCB_00281	CDS	1701				hypothetical protein
DHKOHJCB_00282	CDS	681	opuBD		COG1174	Choline transport system permease protein OpuBD
DHKOHJCB_00283	CDS	921	opuBC		COG1732	Choline-binding protein
DHKOHJCB_00284	CDS	654	opuBB		COG1174	Choline transport system permease protein OpuBB
DHKOHJCB_00285	CDS	1146	opuBA_1		COG1125	Choline transport ATP-binding protein OpuBA
DHKOHJCB_00286	CDS	534	opcR_2		COG1510	HTH-type transcriptional repressor OpcR
DHKOHJCB_00287	CDS	675	opuCD		COG1174	Glycine betaine/carnitine/choline transport system permease protein OpuCD
DHKOHJCB_00288	CDS	918	opuCC		COG1732	Glycine betaine/carnitine/choline-binding protein OpuCC
DHKOHJCB_00289	CDS	654	opuCB		COG1174	Glycine betaine/carnitine/choline transport system permease protein OpuCB
DHKOHJCB_00290	CDS	1143	opuCA		COG1125	Glycine betaine/carnitine/choline transport ATP-binding protein OpuCA
DHKOHJCB_00291	CDS	558	opcR_3		COG1510	HTH-type transcriptional repressor OpcR
DHKOHJCB_00292	CDS	633				hypothetical protein
DHKOHJCB_00293	CDS	615				hypothetical protein
DHKOHJCB_00294	CDS	699				hypothetical protein
DHKOHJCB_00295	CDS	1818				hypothetical protein
DHKOHJCB_00296	CDS	462	yvbK	2.3.1.-		putative N-acetyltransferase YvbK
DHKOHJCB_00297	CDS	1293	eno	4.2.1.11	COG0148	Enolase
DHKOHJCB_00298	CDS	1536	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
DHKOHJCB_00299	CDS	762	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
DHKOHJCB_00300	CDS	1185	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
DHKOHJCB_00301	CDS	1008	gapA	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase 1
DHKOHJCB_00302	CDS	1023	cggR		COG2390	Central glycolytic genes regulator
DHKOHJCB_00303	CDS	1395	araE		COG0477	Arabinose-proton symporter
DHKOHJCB_00304	CDS	1089	araR		COG1609	Arabinose metabolism transcriptional repressor
DHKOHJCB_00305	CDS	1011				hypothetical protein
DHKOHJCB_00306	CDS	420				hypothetical protein
DHKOHJCB_00307	CDS	876	gltC_1			HTH-type transcriptional regulator GltC
DHKOHJCB_00308	CDS	918	eamA		COG0697	putative amino-acid metabolite efflux pump
DHKOHJCB_00309	CDS	1344	yvbW		COG1113	putative amino acid permease YvbW
DHKOHJCB_00310	CDS	1035	ydhD_1	3.2.-.-	COG3858	Putative sporulation-specific glycosylase YdhD
DHKOHJCB_00311	CDS	723	lutC		COG1556	Lactate utilization protein C
DHKOHJCB_00312	CDS	1440	lutB		COG1139	Lactate utilization protein B
DHKOHJCB_00313	CDS	717	lutA_1		COG0247	Lactate utilization protein A
DHKOHJCB_00314	CDS	603	desR_1		COG2197	Transcriptional regulatory protein DesR
DHKOHJCB_00315	CDS	1116	desK_1	2.7.13.3	COG4585	Sensor histidine kinase DesK
DHKOHJCB_00316	CDS	738				hypothetical protein
DHKOHJCB_00317	CDS	903	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
DHKOHJCB_00318	CDS	810	rsbQ			Sigma factor SigB regulation protein RsbQ
DHKOHJCB_00319	CDS	1212	rsbP	3.1.3.3	COG2208	Phosphoserine phosphatase RsbP
DHKOHJCB_00320	CDS	1296	ganB	3.2.1.89	COG3867	Arabinogalactan endo-beta-1,4-galactanase
DHKOHJCB_00321	CDS	2061	ganA	3.2.1.23	COG1874	Beta-galactosidase GanA
DHKOHJCB_00322	CDS	852	malG_1		COG3833	Maltose/maltodextrin transport system permease protein MalG
DHKOHJCB_00323	CDS	1257				hypothetical protein
DHKOHJCB_00324	CDS	1236	cycB		COG2182	Cyclodextrin-binding protein
DHKOHJCB_00325	CDS	993	lacR_1		COG1609	HTH-type transcriptional regulator LacR
DHKOHJCB_00326	CDS	723	lutR_1		COG2186	HTH-type transcriptional regulator LutR
DHKOHJCB_00327	CDS	1692	lutP		COG1620	L-lactate permease
DHKOHJCB_00328	CDS	1311	rpoN		COG1508	RNA polymerase sigma-54 factor
DHKOHJCB_00329	CDS	219	yvfG			putative protein YvfG
DHKOHJCB_00330	CDS	969	epsO	2.-.-.-	COG5039	Putative pyruvyl transferase EpsO
DHKOHJCB_00331	CDS	1167	epsN	2.6.1.-	COG0399	Putative pyridoxal phosphate-dependent aminotransferase EpsN
DHKOHJCB_00332	CDS	651	epsM	2.3.1.-	COG0110	Putative acetyltransferase EpsM
DHKOHJCB_00333	CDS	609	epsL	2.-.-.-	COG2148	putative sugar transferase EpsL
DHKOHJCB_00334	CDS	1518	epsK			putative membrane protein EpsK
DHKOHJCB_00335	CDS	1035	epsJ	2.4.-.-	COG0463	putative glycosyltransferase EpsJ
