locus_tag	ftype	length_bp	gene	EC_number	COG	product
CBPJGFDI_00074	CDS	2415	leuS	6.1.1.4		Leucine--tRNA ligase
CBPJGFDI_00075	CDS	312		2.8.1.-	COG0607	Sulfurtransferase
CBPJGFDI_00076	CDS	1299	melA	3.2.1.22	COG1486	Alpha-galactosidase
CBPJGFDI_00077	CDS	831	melC		COG0395	Melibiose/raffinose/stachyose import permease protein MelC
CBPJGFDI_00078	CDS	912	melD		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
CBPJGFDI_00079	CDS	1281	melE		COG1653	Melibiose/raffinose/stachyose-binding protein MelE
CBPJGFDI_00080	CDS	1035	melR		COG1609	HTH-type transcriptional repressor MelR
CBPJGFDI_00081	CDS	900				hypothetical protein
CBPJGFDI_00082	CDS	780	bioW	6.2.1.14	COG1424	6-carboxyhexanoate--CoA ligase
CBPJGFDI_00083	CDS	1347	bioK	2.6.1.105	COG0161	L-Lysine--8-amino-7-oxononanoate transaminase
CBPJGFDI_00084	CDS	1170	bioF	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase 2
CBPJGFDI_00085	CDS	696	bioD1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
CBPJGFDI_00086	CDS	1008	bioB	2.8.1.6		Biotin synthase
CBPJGFDI_00087	CDS	1188	bioI	1.14.14.46	COG2124	Biotin biosynthesis cytochrome P450
CBPJGFDI_00088	CDS	762				hypothetical protein
CBPJGFDI_00089	CDS	882	araQ_1		COG0395	L-arabinose transport system permease protein AraQ
CBPJGFDI_00090	CDS	1497	lipO_1		COG1653	Lipoprotein LipO
CBPJGFDI_00091	CDS	2307	yesS_1		COG2207	HTH-type transcriptional regulator YesS
CBPJGFDI_00092	CDS	966	yteP_1		COG4209	putative multiple-sugar transport system permease YteP
CBPJGFDI_00093	CDS	1113	yteR	3.2.1.172	COG4225	Unsaturated rhamnogalacturonyl hydrolase YteR
CBPJGFDI_00094	CDS	423	yteS			Putative lipoprotein YteS
CBPJGFDI_00095	CDS	1287	yteT	1.-.-.-	COG0673	Putative oxidoreductase YteT
CBPJGFDI_00096	CDS	669	yesV_1		COG5578	putative protein YesV
CBPJGFDI_00097	CDS	183				Sporulation protein cse60
CBPJGFDI_00098	CDS	1539	opuD		COG1292	Glycine betaine transporter OpuD
CBPJGFDI_00099	CDS	1218	baiN	1.3.1.114	COG2081	3-dehydro-bile acid delta(4,6)-reductase
CBPJGFDI_00100	CDS	1566	murJ_1		COG2244	Lipid II flippase MurJ
CBPJGFDI_00101	CDS	720	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
CBPJGFDI_00102	CDS	222	ytzE		COG1349	putative HTH-type transcriptional regulator YtzE
CBPJGFDI_00103	CDS	711	ecsA_1		COG1131	ABC-type transporter ATP-binding protein EcsA
CBPJGFDI_00104	CDS	1158				hypothetical protein
CBPJGFDI_00105	CDS	1299	pbuO		COG2252	Guanine/hypoxanthine permease PbuO
CBPJGFDI_00106	CDS	1392		3.4.13.-		Putative dipeptidase
CBPJGFDI_00107	CDS	936	cysK_1	2.5.1.47		Cysteine synthase
CBPJGFDI_00108	CDS	552	ytlP	3.1.4.58		RNA 2',3'-cyclic phosphodiesterase
CBPJGFDI_00109	CDS	915				hypothetical protein
CBPJGFDI_00110	CDS	930	ytlR	2.7.1.-	COG1597	Putative lipid kinase YtlR
CBPJGFDI_00111	CDS	2157	amyX	3.2.1.41	COG1523	Pullulanase
CBPJGFDI_00112	CDS	798				hypothetical protein
CBPJGFDI_00113	CDS	279				hypothetical protein
CBPJGFDI_00114	CDS	642	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
CBPJGFDI_00115	CDS	846	ytnP	3.1.1.-	COG0491	putative quorum-quenching lactonase YtnP
CBPJGFDI_00116	CDS	1701	maeA_1	1.1.1.38	COG0281	putative NAD-dependent malic enzyme 2
CBPJGFDI_00117	CDS	318				hypothetical protein
CBPJGFDI_00118	CDS	1074	ysdC_1	3.4.11.-	COG1363	Putative aminopeptidase YsdC
CBPJGFDI_00119	CDS	447				hypothetical protein
CBPJGFDI_00120	CDS	324	ytpP			Thioredoxin-like protein YtpP
CBPJGFDI_00121	CDS	810				hypothetical protein
CBPJGFDI_00122	CDS	606				hypothetical protein
CBPJGFDI_00123	CDS	2859	sftA			DNA translocase SftA
CBPJGFDI_00124	CDS	1299	murC	6.3.2.8		UDP-N-acetylmuramate--L-alanine ligase
CBPJGFDI_00125	CDS	423				hypothetical protein
CBPJGFDI_00126	CDS	456				hypothetical protein
CBPJGFDI_00127	CDS	327				hypothetical protein
CBPJGFDI_00128	CDS	1077	aroA		COG1605	Protein AroA(G)
CBPJGFDI_00129	CDS	1005	ccpA_1		COG1609	Catabolite control protein A
CBPJGFDI_00130	CDS	819	pomA_1		COG1291	Chemotaxis protein PomA
CBPJGFDI_00131	CDS	729	motB_1		COG1360	Motility protein B
CBPJGFDI_00132	CDS	1164	acuC			Acetoin utilization protein AcuC
CBPJGFDI_00133	CDS	645	IMPDH_1	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
CBPJGFDI_00134	CDS	633	acuA	2.3.1.-		Acetoin utilization protein AcuA
CBPJGFDI_00135	CDS	1719	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
CBPJGFDI_00136	CDS	1269	tyrS1	6.1.1.1	COG0162	Tyrosine--tRNA ligase 1
CBPJGFDI_00137	CDS	129				hypothetical protein
CBPJGFDI_00138	CDS	603	rpsD		COG0522	30S ribosomal protein S4
CBPJGFDI_00139	CDS	1740				hypothetical protein
CBPJGFDI_00140	CDS	492	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
CBPJGFDI_00141	CDS	624	yttP			putative HTH-type transcriptional regulator YttP
CBPJGFDI_00142	CDS	807	hisK	3.1.3.15	COG1387	Histidinol-phosphatase
CBPJGFDI_00143	CDS	1689	ezrA		COG4477	Septation ring formation regulator EzrA
CBPJGFDI_00144	CDS	1338	brnQ_1		COG1114	Branched-chain amino acid transport system 2 carrier protein
CBPJGFDI_00145	CDS	1146	iscS_1	2.8.1.7	COG1104	Cysteine desulfurase IscS
CBPJGFDI_00146	CDS	1206	thiI	2.8.1.4	COG0301	putative tRNA sulfurtransferase
CBPJGFDI_00147	CDS	210				Small, acid-soluble spore protein 2
CBPJGFDI_00148	CDS	1590	acsA_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
CBPJGFDI_00149	CDS	1590	nfdA	3.5.1.91		N-substituted formamide deformylase
CBPJGFDI_00150	CDS	804	nadK1	2.7.1.23	COG0061	NAD kinase 1
CBPJGFDI_00151	CDS	1008	sppA	3.4.21.-	COG0616	Putative signal peptide peptidase SppA
CBPJGFDI_00152	CDS	495				hypothetical protein
CBPJGFDI_00153	CDS	705				hypothetical protein
CBPJGFDI_00154	CDS	456	ytfJ		COG3874	putative spore protein YtfJ
CBPJGFDI_00155	CDS	504	tpx	1.11.1.15	COG2077	Thiol peroxidase
CBPJGFDI_00156	CDS	990				hypothetical protein
CBPJGFDI_00157	CDS	1188	ackA	2.7.2.1	COG0282	Acetate kinase
CBPJGFDI_00158	CDS	513	moaB		COG0521	Molybdenum cofactor biosynthesis protein B
CBPJGFDI_00159	CDS	1212	argG	6.3.4.5		Argininosuccinate synthase
CBPJGFDI_00160	CDS	1386	argH	4.3.2.1	COG0165	Argininosuccinate lyase
CBPJGFDI_00161	CDS	132				hypothetical protein
CBPJGFDI_00162	CDS	768	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
CBPJGFDI_00163	CDS	684				hypothetical protein
CBPJGFDI_00164	CDS	927	hdfR			HTH-type transcriptional regulator HdfR
CBPJGFDI_00165	CDS	537	ytmI	2.3.1.-		putative N-acetyltransferase YtmI
CBPJGFDI_00166	CDS	810	tcyJ		COG0834	L-cystine-binding protein TcyJ
CBPJGFDI_00167	CDS	792	tcyK		COG0834	L-cystine-binding protein TcyK
CBPJGFDI_00168	CDS	720	tcyL		COG0765	L-cystine transport system permease protein TcyL
CBPJGFDI_00169	CDS	708	tcyM		COG0765	L-cystine transport system permease protein TcyM
CBPJGFDI_00170	CDS	780	tcyN	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyN
CBPJGFDI_00171	CDS	1005				hypothetical protein
CBPJGFDI_00172	CDS	282				hypothetical protein
CBPJGFDI_00173	CDS	1329	moxC	1.14.-.-	COG2141	Putative monooxygenase MoxC
CBPJGFDI_00174	CDS	693	ribR	2.7.1.26	COG0196	RNA-binding riboflavin kinase RibR
CBPJGFDI_00175	CDS	1251	scmP_1	3.5.1.-	COG1473	N-acetylcysteine deacetylase
CBPJGFDI_00176	CDS	903				hypothetical protein
CBPJGFDI_00177	CDS	1320	IMPDH_2	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
CBPJGFDI_00178	CDS	303				hypothetical protein
CBPJGFDI_00179	CDS	942	nrnA	3.1.-.-	COG0618	Bifunctional oligoribonuclease and PAP phosphatase NrnA
CBPJGFDI_00180	CDS	192				hypothetical protein
CBPJGFDI_00181	CDS	504	ytrI			Sporulation membrane protein YtrI
CBPJGFDI_00182	CDS	342	ytrH			Sporulation membrane protein YtrH
CBPJGFDI_00183	CDS	3348	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
CBPJGFDI_00184	CDS	1233		1.1.1.38		NAD-dependent malic enzyme
CBPJGFDI_00185	CDS	873	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
CBPJGFDI_00186	CDS	978	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
CBPJGFDI_00187	CDS	960	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase
CBPJGFDI_00188	CDS	1758	pyk	2.7.1.40	COG0469	Pyruvate kinase
CBPJGFDI_00189	CDS	384				hypothetical protein
CBPJGFDI_00190	CDS	1116				Sodium-lithium/proton antiporter
CBPJGFDI_00191	CDS	465				hypothetical protein
CBPJGFDI_00192	CDS	1119	citZ	2.3.3.16	COG0372	Citrate synthase 2
CBPJGFDI_00193	CDS	1272	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
CBPJGFDI_00194	CDS	939	mdh	1.1.1.37	COG0039	Malate dehydrogenase
CBPJGFDI_00195	CDS	723	phoP		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
CBPJGFDI_00196	CDS	1740	phoR_1	2.7.13.3	COG0642	Alkaline phosphatase synthesis sensor protein PhoR
CBPJGFDI_00197	CDS	2643	polA_1	2.7.7.7		DNA polymerase I
CBPJGFDI_00198	CDS	837	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
CBPJGFDI_00199	CDS	633	ytaF			putative sporulation protein YtaF
CBPJGFDI_00200	CDS	594	coaE	2.7.1.24		Dephospho-CoA kinase
CBPJGFDI_00201	CDS	843	ytbE	1.-.-.-	COG0656	putative oxidoreductase YtbE
CBPJGFDI_00202	CDS	1197	ydhP_1		COG2814	Inner membrane transport protein YdhP
CBPJGFDI_00203	CDS	381	ytcD_1		COG1733	putative HTH-type transcriptional regulator YtcD
CBPJGFDI_00204	CDS	1023	gapB	1.2.1.59	COG0057	Glyceraldehyde-3-phosphate dehydrogenase 2
CBPJGFDI_00205	CDS	381	speH	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
CBPJGFDI_00206	CDS	459	nrdR		COG1327	Transcriptional repressor NrdR
CBPJGFDI_00207	CDS	1419	dnaB		COG3611	Replication initiation and membrane attachment protein
CBPJGFDI_00208	CDS	936	dnaI		COG1484	Primosomal protein DnaI
CBPJGFDI_00209	CDS	642	ydjZ_1		COG0398	TVP38/TMEM64 family inner membrane protein YdjZ
CBPJGFDI_00210	CDS	846				hypothetical protein
CBPJGFDI_00211	CDS	267				hypothetical protein
CBPJGFDI_00212	CDS	1932	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase 1
CBPJGFDI_00213	CDS	783	ppaX_1	3.6.1.1		Pyrophosphatase PpaX
CBPJGFDI_00214	CDS	1782	ypdA	2.7.13.3	COG3275	Sensor histidine kinase YpdA
CBPJGFDI_00215	CDS	726	lytR		COG3279	Sensory transduction protein LytR
CBPJGFDI_00216	CDS	441	lrgA		COG1380	Antiholin-like protein LrgA
CBPJGFDI_00217	CDS	696	lrgB		COG1346	Antiholin-like protein LrgB
CBPJGFDI_00218	CDS	357				hypothetical protein
CBPJGFDI_00219	CDS	504	infC			Translation initiation factor IF-3
CBPJGFDI_00220	CDS	201	rpmI		COG0291	50S ribosomal protein L35
CBPJGFDI_00221	CDS	360	rplT		COG0292	50S ribosomal protein L20
CBPJGFDI_00222	CDS	270				hypothetical protein
CBPJGFDI_00223	CDS	393	ysdB			Sigma-w pathway protein YsdB
CBPJGFDI_00224	CDS	1086	ysdC_2	3.4.11.-	COG1363	Putative aminopeptidase YsdC
CBPJGFDI_00225	CDS	972	abnA	3.2.1.99	COG3507	Extracellular endo-alpha-(1->5)-L-arabinanase 1
CBPJGFDI_00226	CDS	1491	araA	5.3.1.4		L-arabinose isomerase
CBPJGFDI_00227	CDS	1683	araB	2.7.1.16	COG1069	Ribulokinase
CBPJGFDI_00228	CDS	690	araD	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase
CBPJGFDI_00229	CDS	810	araL	3.1.3.23	COG0647	Sugar-phosphatase AraL
CBPJGFDI_00230	CDS	1185	egsA	1.1.1.261	COG0371	Glycerol-1-phosphate dehydrogenase [NAD(P)+]
CBPJGFDI_00231	CDS	1302	araN		COG1653	putative arabinose-binding protein
CBPJGFDI_00232	CDS	942	araP		COG1175	L-arabinose transport system permease protein AraP
CBPJGFDI_00233	CDS	846	araQ_2		COG0395	L-arabinose transport system permease protein AraQ
CBPJGFDI_00234	CDS	1503	abfA	3.2.1.55	COG3534	Intracellular exo-alpha-(1->5)-L-arabinofuranosidase 1
CBPJGFDI_00235	CDS	1797	cstA		COG1966	Peptide transporter CstA
CBPJGFDI_00236	CDS	381	fosB_1	2.5.1.-		Metallothiol transferase FosB
CBPJGFDI_00237	CDS	1335	lutA_1			Lactate utilization protein A
CBPJGFDI_00238	CDS	1413		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
CBPJGFDI_00239	CDS	1107	cdaR_1		COG3835	Carbohydrate diacid regulator
CBPJGFDI_00240	CDS	216	sspI			Small, acid-soluble spore protein I
CBPJGFDI_00241	CDS	747	rlmB	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
CBPJGFDI_00242	CDS	1035	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
CBPJGFDI_00243	CDS	2415	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
CBPJGFDI_00244	CDS	939	rnhC	3.1.26.4	COG1039	Ribonuclease HIII
CBPJGFDI_00245	CDS	258	zapA		COG3027	Cell division protein ZapA
CBPJGFDI_00246	CDS	534				hypothetical protein
CBPJGFDI_00247	CDS	1713	polX		COG1387	DNA polymerase/3'-5' exonuclease PolX
CBPJGFDI_00248	CDS	2358	mutS2	3.1.-.-		Endonuclease MutS2
CBPJGFDI_00249	CDS	405				hypothetical protein
CBPJGFDI_00250	CDS	1683	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
CBPJGFDI_00251	CDS	585	fadR			Fatty acid metabolism regulator protein
CBPJGFDI_00252	CDS	777	fadB	4.2.1.17	COG1024	putative enoyl-CoA hydratase
CBPJGFDI_00253	CDS	774	etfB		COG2086	Electron transfer flavoprotein subunit beta
CBPJGFDI_00254	CDS	978	etfA		COG2025	Electron transfer flavoprotein subunit alpha
CBPJGFDI_00255	CDS	213				hypothetical protein
CBPJGFDI_00256	CDS	1488	abf2	3.2.1.55	COG3534	Intracellular exo-alpha-L-arabinofuranosidase 2
CBPJGFDI_00257	CDS	315	trxA_1		COG0526	Thioredoxin
CBPJGFDI_00258	CDS	1773	uvrC_1		COG0322	UvrABC system protein C
CBPJGFDI_00259	CDS	1227	lysC_1	2.7.2.4	COG0527	Aspartokinase 2
CBPJGFDI_00260	CDS	447	yslB			putative protein YslB
CBPJGFDI_00261	CDS	609	sdhC		COG2009	Succinate dehydrogenase cytochrome b558 subunit
CBPJGFDI_00262	CDS	1761	frdA	1.3.5.4		Fumarate reductase flavoprotein subunit
CBPJGFDI_00263	CDS	762	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
CBPJGFDI_00264	CDS	444				hypothetical protein
CBPJGFDI_00265	CDS	225	gerE		COG2771	Spore germination protein GerE
CBPJGFDI_00266	CDS	441	yusO_1			putative HTH-type transcriptional regulator YusO
CBPJGFDI_00267	CDS	816	racE	5.1.1.3	COG0796	Glutamate racemase 1
CBPJGFDI_00268	CDS	1101	gerM		COG5401	Spore germination protein GerM
CBPJGFDI_00269	CDS	738	rph	2.7.7.56	COG0689	Ribonuclease PH
CBPJGFDI_00270	CDS	588		3.6.1.66		dITP/XTP pyrophosphatase
CBPJGFDI_00271	CDS	507		3.1.4.-		Putative metallophosphoesterase MG207 
CBPJGFDI_00272	tRNA	76				tRNA-Arg(tct)
CBPJGFDI_00273	CDS	825	ysnF			Stress response protein YsnF
CBPJGFDI_00274	CDS	456	ysnE	2.3.1.-		putative N-acetyltransferase YsnE
CBPJGFDI_00275	CDS	327				hypothetical protein
CBPJGFDI_00276	CDS	1725	ilvB	2.2.1.6	COG0028	Acetolactate synthase large subunit
CBPJGFDI_00277	CDS	519	ilvH	2.2.1.6	COG0440	Acetolactate synthase small subunit
CBPJGFDI_00278	CDS	1029	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
CBPJGFDI_00279	CDS	1557	leuA	2.3.3.13		2-isopropylmalate synthase
CBPJGFDI_00280	CDS	1098	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
CBPJGFDI_00281	CDS	1419	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
CBPJGFDI_00282	CDS	600	leuD1	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit 1
CBPJGFDI_00283	CDS	1005				hypothetical protein
CBPJGFDI_00284	CDS	1275	tig	5.2.1.8	COG0544	Trigger factor
CBPJGFDI_00285	CDS	1263	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
CBPJGFDI_00286	CDS	1659	lon2	3.4.21.53	COG1067	Lon protease 2
CBPJGFDI_00287	CDS	2325	lon1	3.4.21.53	COG0466	Lon protease 1
CBPJGFDI_00288	CDS	588	engB		COG0218	putative GTP-binding protein EngB
CBPJGFDI_00289	CDS	498				hypothetical protein
CBPJGFDI_00290	CDS	1368	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
CBPJGFDI_00291	CDS	831	ccsA_1			Cytochrome c biogenesis protein CcsA
CBPJGFDI_00292	CDS	945	hemC	2.5.1.61		Porphobilinogen deaminase
CBPJGFDI_00293	CDS	789				hypothetical protein
CBPJGFDI_00294	CDS	975	hemB_1	4.2.1.24		Delta-aminolevulinic acid dehydratase
CBPJGFDI_00295	CDS	1293	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
CBPJGFDI_00296	CDS	1728	spoVID			Stage VI sporulation protein D
CBPJGFDI_00297	CDS	1035				hypothetical protein
CBPJGFDI_00298	CDS	192				hypothetical protein
CBPJGFDI_00299	CDS	2643	valS	6.1.1.9	COG0525	Valine--tRNA ligase
CBPJGFDI_00300	CDS	1293	fpgS	6.3.2.17		Folylpolyglutamate synthase
CBPJGFDI_00301	CDS	537	comC			Type 4 prepilin-like proteins leader peptide-processing enzyme
CBPJGFDI_00302	CDS	999	spoIIB			Stage II sporulation protein B
CBPJGFDI_00303	CDS	570	maf	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
CBPJGFDI_00304	CDS	696				hypothetical protein
CBPJGFDI_00305	CDS	1014	mreB		COG1077	Cell shape-determining protein MreB
CBPJGFDI_00306	CDS	873	mreC		COG1792	Cell shape-determining protein MreC
CBPJGFDI_00307	CDS	519	mreD		COG2891	Rod shape-determining protein MreD
CBPJGFDI_00308	CDS	681	minC		COG0850	Septum site-determining protein MinC
CBPJGFDI_00309	CDS	807	minD		COG2894	Septum site-determining protein MinD
CBPJGFDI_00310	CDS	795	spoIVFA		COG0739	Stage IV sporulation protein FA
CBPJGFDI_00311	CDS	867	spoIVFB	3.4.24.-	COG1994	Stage IV sporulation protein FB
CBPJGFDI_00312	CDS	309	rplU		COG0261	50S ribosomal protein L21
CBPJGFDI_00313	CDS	339				hypothetical protein
CBPJGFDI_00314	CDS	285	rpmA		COG0211	50S ribosomal protein L27
CBPJGFDI_00315	CDS	579	spo0B	2.7.-.-		Sporulation initiation phosphotransferase B
CBPJGFDI_00316	CDS	1287	obg	3.6.5.-	COG0536	GTPase Obg
CBPJGFDI_00317	CDS	444				hypothetical protein
CBPJGFDI_00318	CDS	882	pheA			Bifunctional chorismate mutase/prephenate dehydratase
CBPJGFDI_00319	CDS	543	nadR		COG1827	Transcription repressor NadR
CBPJGFDI_00320	CDS	1188	nifS	2.8.1.7	COG1104	Putative cysteine desulfurase NifS
CBPJGFDI_00321	CDS	1596	nadB	1.4.3.16	COG0029	L-aspartate oxidase
