locus_tag	ftype	length_bp	gene	EC_number	COG	product
OGCDPPDJ_00025	CDS	825	menH	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
OGCDPPDJ_00026	gene	816	menB			
OGCDPPDJ_00026	CDS	816	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
OGCDPPDJ_00027	gene	1461	menE			
OGCDPPDJ_00027	CDS	1461	menE	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
OGCDPPDJ_00028	gene	1116	menC			
OGCDPPDJ_00028	CDS	1116	menC	4.2.1.113	COG4948	o-succinylbenzoate synthase
OGCDPPDJ_00029	gene	921	mntA			
OGCDPPDJ_00029	CDS	921	mntA		COG0803	Manganese-binding lipoprotein MntA
OGCDPPDJ_00030	gene	753	mntB			
OGCDPPDJ_00030	CDS	753	mntB		COG1121	Manganese transport system ATP-binding protein MntB
OGCDPPDJ_00031	gene	1308	mntC			
OGCDPPDJ_00031	CDS	1308	mntC		COG1108	Manganese transport system membrane protein MntC
OGCDPPDJ_00032	gene	888	mntD			
OGCDPPDJ_00032	CDS	888	mntD		COG1108	Manganese transport system membrane protein MntD
OGCDPPDJ_00033	gene	159				
OGCDPPDJ_00033	CDS	159				hypothetical protein
OGCDPPDJ_00034	gene	1041	ythB			
OGCDPPDJ_00034	CDS	1041	ythB		COG1294	Putative cytochrome bd menaquinol oxidase subunit II
OGCDPPDJ_00035	gene	1332	ythA			
OGCDPPDJ_00035	CDS	1332	ythA	1.10.3.-	COG1271	Putative cytochrome bd menaquinol oxidase subunit I
OGCDPPDJ_00036	gene	249	rpmE2			
OGCDPPDJ_00036	CDS	249	rpmE2		COG0254	50S ribosomal protein L31 type B
OGCDPPDJ_00037	gene	564	csh_1			
OGCDPPDJ_00037	CDS	564	csh_1	3.13.1.5		Carbon disulfide hydrolase
OGCDPPDJ_00038	gene	474	luxS			
OGCDPPDJ_00038	CDS	474	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
OGCDPPDJ_00039	gene	438				
OGCDPPDJ_00039	CDS	438				hypothetical protein
OGCDPPDJ_00040	gene	141				
OGCDPPDJ_00040	CDS	141				hypothetical protein
OGCDPPDJ_00041	gene	438	dps			
OGCDPPDJ_00041	CDS	438	dps		COG0783	General stress protein 20U
OGCDPPDJ_00042	gene	405				
OGCDPPDJ_00042	CDS	405				hypothetical protein
OGCDPPDJ_00043	gene	477	ytkD			
OGCDPPDJ_00043	CDS	477	ytkD	3.6.1.55	COG0494	Putative 8-oxo-dGTP diphosphatase YtkD
OGCDPPDJ_00044	gene	813	ssuC_1			
OGCDPPDJ_00044	CDS	813	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
OGCDPPDJ_00045	gene	783	tauB			
OGCDPPDJ_00045	CDS	783	tauB	7.6.2.7	COG4525	Taurine import ATP-binding protein TauB
OGCDPPDJ_00046	gene	1029				
OGCDPPDJ_00046	CDS	1029				hypothetical protein
OGCDPPDJ_00047	gene	774				
OGCDPPDJ_00047	CDS	774				hypothetical protein
OGCDPPDJ_00048	gene	243	ytmB			
OGCDPPDJ_00048	CDS	243	ytmB			putative protein YtmB
OGCDPPDJ_00049	gene	1584	pckA			
OGCDPPDJ_00049	CDS	1584	pckA	4.1.1.49		Phosphoenolpyruvate carboxykinase (ATP)
OGCDPPDJ_00050	gene	1203	metK			
OGCDPPDJ_00050	CDS	1203	metK	2.5.1.6		S-adenosylmethionine synthase
OGCDPPDJ_00051	gene	1899	asnB			
OGCDPPDJ_00051	CDS	1899	asnB	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
OGCDPPDJ_00052	gene	1350	proY			
OGCDPPDJ_00052	CDS	1350	proY		COG1113	Proline-specific permease ProY
OGCDPPDJ_00053	gene	516	yrdA			
OGCDPPDJ_00053	CDS	516	yrdA		COG0663	Protein YrdA
OGCDPPDJ_00054	gene	780	ytpA			
OGCDPPDJ_00054	CDS	780	ytpA	3.1.1.-	COG2267	Phospholipase YtpA
OGCDPPDJ_00055	gene	1107	ytpB			
OGCDPPDJ_00055	CDS	1107	ytpB	4.2.3.130		Tetraprenyl-beta-curcumene synthase
OGCDPPDJ_00056	gene	585	rsmH_1			
OGCDPPDJ_00056	CDS	585	rsmH_1	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
OGCDPPDJ_00057	gene	969				
OGCDPPDJ_00057	CDS	969				hypothetical protein
OGCDPPDJ_00058	gene	273				
OGCDPPDJ_00058	CDS	273				hypothetical protein
OGCDPPDJ_00059	gene	138				
OGCDPPDJ_00059	CDS	138				hypothetical protein
OGCDPPDJ_00060	gene	393	ytrA_1			
OGCDPPDJ_00060	CDS	393	ytrA_1		COG1725	HTH-type transcriptional repressor YtrA
OGCDPPDJ_00061	gene	879	ytrB			
OGCDPPDJ_00061	CDS	879	ytrB		COG1131	ABC transporter ATP-binding protein YtrB
OGCDPPDJ_00062	gene	987	ytrC			
OGCDPPDJ_00062	CDS	987	ytrC			putative ABC transporter permease YtrC
OGCDPPDJ_00063	gene	978	ytrD			
OGCDPPDJ_00063	CDS	978	ytrD			putative ABC transporter permease YtrD
OGCDPPDJ_00064	gene	696	ytrE			
OGCDPPDJ_00064	CDS	696	ytrE		COG1136	ABC transporter ATP-binding protein YtrE
OGCDPPDJ_00065	gene	1311	ytrF			
OGCDPPDJ_00065	CDS	1311	ytrF		COG0577	ABC transporter permease YtrF
OGCDPPDJ_00066	gene	705	graR_1			
OGCDPPDJ_00066	CDS	705	graR_1		COG0745	Response regulator protein GraR
OGCDPPDJ_00067	gene	1005	graS_1			
OGCDPPDJ_00067	CDS	1005	graS_1	2.7.13.3		Sensor histidine kinase GraS
OGCDPPDJ_00068	gene	762	bceA			
OGCDPPDJ_00068	CDS	762	bceA		COG1136	Bacitracin export ATP-binding protein BceA
OGCDPPDJ_00069	gene	1941	bceB			
OGCDPPDJ_00069	CDS	1941	bceB		COG0577	Bacitracin export permease protein BceB
OGCDPPDJ_00070	gene	747	yttA			
OGCDPPDJ_00070	CDS	747	yttA			putative membrane protein YttA
OGCDPPDJ_00071	gene	1194	mdrP_1			
OGCDPPDJ_00071	CDS	1194	mdrP_1			Na(+), Li(+), K(+)/H(+) antiporter
OGCDPPDJ_00072	gene	786	pfyP			
OGCDPPDJ_00072	CDS	786	pfyP			Blue-light photoreceptor
OGCDPPDJ_00073	gene	339				
OGCDPPDJ_00073	CDS	339				hypothetical protein
OGCDPPDJ_00074	gene	2415	leuS			
OGCDPPDJ_00074	CDS	2415	leuS	6.1.1.4		Leucine--tRNA ligase
OGCDPPDJ_00075	gene	312				
OGCDPPDJ_00075	CDS	312		2.8.1.-	COG0607	Sulfurtransferase
OGCDPPDJ_00076	gene	1299	melA			
OGCDPPDJ_00076	CDS	1299	melA	3.2.1.22	COG1486	Alpha-galactosidase
OGCDPPDJ_00077	gene	831	melC			
OGCDPPDJ_00077	CDS	831	melC		COG0395	Melibiose/raffinose/stachyose import permease protein MelC
OGCDPPDJ_00078	gene	912	melD			
OGCDPPDJ_00078	CDS	912	melD		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
OGCDPPDJ_00079	gene	1281	melE			
OGCDPPDJ_00079	CDS	1281	melE		COG1653	Melibiose/raffinose/stachyose-binding protein MelE
OGCDPPDJ_00080	gene	1035	melR			
OGCDPPDJ_00080	CDS	1035	melR		COG1609	HTH-type transcriptional repressor MelR
OGCDPPDJ_00081	gene	900				
OGCDPPDJ_00081	CDS	900				hypothetical protein
OGCDPPDJ_00082	gene	780	bioW			
OGCDPPDJ_00082	CDS	780	bioW	6.2.1.14	COG1424	6-carboxyhexanoate--CoA ligase
OGCDPPDJ_00083	gene	1347	bioK			
OGCDPPDJ_00083	CDS	1347	bioK	2.6.1.105	COG0161	L-Lysine--8-amino-7-oxononanoate transaminase
OGCDPPDJ_00084	gene	1170	bioF			
OGCDPPDJ_00084	CDS	1170	bioF	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase 2
OGCDPPDJ_00085	gene	696	bioD1			
OGCDPPDJ_00085	CDS	696	bioD1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
OGCDPPDJ_00086	gene	1008	bioB			
OGCDPPDJ_00086	CDS	1008	bioB	2.8.1.6		Biotin synthase
OGCDPPDJ_00087	gene	1188	bioI			
OGCDPPDJ_00087	CDS	1188	bioI	1.14.14.46	COG2124	Biotin biosynthesis cytochrome P450
OGCDPPDJ_00088	gene	762				
OGCDPPDJ_00088	CDS	762				hypothetical protein
OGCDPPDJ_00089	gene	882	araQ_1			
OGCDPPDJ_00089	CDS	882	araQ_1		COG0395	L-arabinose transport system permease protein AraQ
OGCDPPDJ_00090	gene	1497	lipO_1			
OGCDPPDJ_00090	CDS	1497	lipO_1		COG1653	Lipoprotein LipO
OGCDPPDJ_00091	gene	2307	yesS_1			
OGCDPPDJ_00091	CDS	2307	yesS_1		COG2207	HTH-type transcriptional regulator YesS
OGCDPPDJ_00092	gene	966	yteP_1			
OGCDPPDJ_00092	CDS	966	yteP_1		COG4209	putative multiple-sugar transport system permease YteP
OGCDPPDJ_00093	gene	1113	yteR			
OGCDPPDJ_00093	CDS	1113	yteR	3.2.1.172	COG4225	Unsaturated rhamnogalacturonyl hydrolase YteR
OGCDPPDJ_00094	gene	423	yteS			
OGCDPPDJ_00094	CDS	423	yteS			Putative lipoprotein YteS
OGCDPPDJ_00095	gene	1287	yteT			
OGCDPPDJ_00095	CDS	1287	yteT	1.-.-.-	COG0673	Putative oxidoreductase YteT
OGCDPPDJ_00096	gene	669	yesV_1			
OGCDPPDJ_00096	CDS	669	yesV_1		COG5578	putative protein YesV
OGCDPPDJ_00097	gene	183				
OGCDPPDJ_00097	CDS	183				Sporulation protein cse60
OGCDPPDJ_00098	gene	1539	opuD			
OGCDPPDJ_00098	CDS	1539	opuD		COG1292	Glycine betaine transporter OpuD
OGCDPPDJ_00099	gene	1218	baiN			
OGCDPPDJ_00099	CDS	1218	baiN	1.3.1.114	COG2081	3-dehydro-bile acid delta(4,6)-reductase
OGCDPPDJ_00100	gene	1635	murJ_1			
OGCDPPDJ_00100	CDS	1635	murJ_1		COG2244	Lipid II flippase MurJ
OGCDPPDJ_00101	gene	720	rsuA			
OGCDPPDJ_00101	CDS	720	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
OGCDPPDJ_00102	gene	222	ytzE			
OGCDPPDJ_00102	CDS	222	ytzE		COG1349	putative HTH-type transcriptional regulator YtzE
OGCDPPDJ_00103	gene	711	ecsA_1			
OGCDPPDJ_00103	CDS	711	ecsA_1		COG1131	ABC-type transporter ATP-binding protein EcsA
OGCDPPDJ_00104	gene	1158				
OGCDPPDJ_00104	CDS	1158				hypothetical protein
OGCDPPDJ_00105	gene	1299	pbuO			
OGCDPPDJ_00105	CDS	1299	pbuO		COG2252	Guanine/hypoxanthine permease PbuO
OGCDPPDJ_00106	gene	1392				
OGCDPPDJ_00106	CDS	1392		3.4.13.-		Putative dipeptidase
OGCDPPDJ_00107	gene	936	cysK_1			
OGCDPPDJ_00107	CDS	936	cysK_1	2.5.1.47		Cysteine synthase
OGCDPPDJ_00108	gene	552	ytlP			
OGCDPPDJ_00108	CDS	552	ytlP	3.1.4.58		RNA 2',3'-cyclic phosphodiesterase
OGCDPPDJ_00109	gene	915				
OGCDPPDJ_00109	CDS	915				hypothetical protein
OGCDPPDJ_00110	gene	930	ytlR			
OGCDPPDJ_00110	CDS	930	ytlR	2.7.1.-	COG1597	Putative lipid kinase YtlR
OGCDPPDJ_00111	gene	2157	amyX			
OGCDPPDJ_00111	CDS	2157	amyX	3.2.1.41	COG1523	Pullulanase
OGCDPPDJ_00112	gene	798				
OGCDPPDJ_00112	CDS	798				hypothetical protein
OGCDPPDJ_00113	gene	279				
OGCDPPDJ_00113	CDS	279				hypothetical protein
OGCDPPDJ_00114	gene	642	trmB			
OGCDPPDJ_00114	CDS	642	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
OGCDPPDJ_00115	gene	846	ytnP			
OGCDPPDJ_00115	CDS	846	ytnP	3.1.1.-	COG0491	putative quorum-quenching lactonase YtnP
OGCDPPDJ_00116	gene	1701	maeA_1			
OGCDPPDJ_00116	CDS	1701	maeA_1	1.1.1.38	COG0281	putative NAD-dependent malic enzyme 2
OGCDPPDJ_00117	gene	318				
OGCDPPDJ_00117	CDS	318				hypothetical protein
OGCDPPDJ_00118	gene	1074	ysdC_1			
OGCDPPDJ_00118	CDS	1074	ysdC_1	3.4.11.-	COG1363	Putative aminopeptidase YsdC
OGCDPPDJ_00119	gene	447				
OGCDPPDJ_00119	CDS	447				hypothetical protein
OGCDPPDJ_00120	gene	324	ytpP			
OGCDPPDJ_00120	CDS	324	ytpP			Thioredoxin-like protein YtpP
OGCDPPDJ_00121	gene	810				
OGCDPPDJ_00121	CDS	810				hypothetical protein
OGCDPPDJ_00122	gene	606				
OGCDPPDJ_00122	CDS	606				hypothetical protein
OGCDPPDJ_00123	gene	2859	sftA			
OGCDPPDJ_00123	CDS	2859	sftA			DNA translocase SftA
OGCDPPDJ_00124	gene	1299	murC			
OGCDPPDJ_00124	CDS	1299	murC	6.3.2.8		UDP-N-acetylmuramate--L-alanine ligase
OGCDPPDJ_00125	gene	423				
OGCDPPDJ_00125	CDS	423				hypothetical protein
OGCDPPDJ_00126	gene	456				
OGCDPPDJ_00126	CDS	456				hypothetical protein
OGCDPPDJ_00127	gene	327				
OGCDPPDJ_00127	CDS	327				hypothetical protein
OGCDPPDJ_00128	gene	1077	aroA			
OGCDPPDJ_00128	CDS	1077	aroA		COG1605	Protein AroA(G)
OGCDPPDJ_00129	gene	1005	ccpA_1			
OGCDPPDJ_00129	CDS	1005	ccpA_1		COG1609	Catabolite control protein A
OGCDPPDJ_00130	gene	819	pomA_1			
OGCDPPDJ_00130	CDS	819	pomA_1		COG1291	Chemotaxis protein PomA
OGCDPPDJ_00131	gene	729	motB_1			
OGCDPPDJ_00131	CDS	729	motB_1		COG1360	Motility protein B
OGCDPPDJ_00132	gene	1164	acuC			
OGCDPPDJ_00132	CDS	1164	acuC			Acetoin utilization protein AcuC
OGCDPPDJ_00133	gene	645	IMPDH_1			
OGCDPPDJ_00133	CDS	645	IMPDH_1	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
OGCDPPDJ_00134	gene	633	acuA			
OGCDPPDJ_00134	CDS	633	acuA	2.3.1.-		Acetoin utilization protein AcuA
OGCDPPDJ_00135	gene	1719	acsA_1			
OGCDPPDJ_00135	CDS	1719	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
OGCDPPDJ_00136	gene	1269	tyrS1			
OGCDPPDJ_00136	CDS	1269	tyrS1	6.1.1.1	COG0162	Tyrosine--tRNA ligase 1
OGCDPPDJ_00137	gene	129				
OGCDPPDJ_00137	CDS	129				hypothetical protein
OGCDPPDJ_00138	gene	603	rpsD			
OGCDPPDJ_00138	CDS	603	rpsD		COG0522	30S ribosomal protein S4
OGCDPPDJ_00139	gene	1740				
OGCDPPDJ_00139	CDS	1740				hypothetical protein
OGCDPPDJ_00140	gene	492	msrC			
OGCDPPDJ_00140	CDS	492	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
OGCDPPDJ_00141	gene	624	yttP			
OGCDPPDJ_00141	CDS	624	yttP			putative HTH-type transcriptional regulator YttP
OGCDPPDJ_00142	gene	807	hisK			
OGCDPPDJ_00142	CDS	807	hisK	3.1.3.15	COG1387	Histidinol-phosphatase
OGCDPPDJ_00143	gene	1689	ezrA			
OGCDPPDJ_00143	CDS	1689	ezrA		COG4477	Septation ring formation regulator EzrA
OGCDPPDJ_00144	gene	1338	brnQ_1			
OGCDPPDJ_00144	CDS	1338	brnQ_1		COG1114	Branched-chain amino acid transport system 2 carrier protein
OGCDPPDJ_00145	gene	1146	iscS_1			
OGCDPPDJ_00145	CDS	1146	iscS_1	2.8.1.7	COG1104	Cysteine desulfurase IscS
OGCDPPDJ_00146	gene	1206	thiI			
OGCDPPDJ_00146	CDS	1206	thiI	2.8.1.4	COG0301	putative tRNA sulfurtransferase
OGCDPPDJ_00147	gene	210				
OGCDPPDJ_00147	CDS	210				Small, acid-soluble spore protein 2
OGCDPPDJ_00148	gene	1590	acsA_2			
OGCDPPDJ_00148	CDS	1590	acsA_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
OGCDPPDJ_00149	gene	1590	nfdA			
OGCDPPDJ_00149	CDS	1590	nfdA	3.5.1.91		N-substituted formamide deformylase
OGCDPPDJ_00150	gene	804	nadK1			
OGCDPPDJ_00150	CDS	804	nadK1	2.7.1.23	COG0061	NAD kinase 1
OGCDPPDJ_00151	gene	1008	sppA			
OGCDPPDJ_00151	CDS	1008	sppA	3.4.21.-	COG0616	Putative signal peptide peptidase SppA
OGCDPPDJ_00152	gene	495				
OGCDPPDJ_00152	CDS	495				hypothetical protein
OGCDPPDJ_00153	gene	705				
OGCDPPDJ_00153	CDS	705				hypothetical protein
OGCDPPDJ_00154	gene	456	ytfJ			
OGCDPPDJ_00154	CDS	456	ytfJ		COG3874	putative spore protein YtfJ
OGCDPPDJ_00155	gene	504	tpx			
OGCDPPDJ_00155	CDS	504	tpx	1.11.1.15	COG2077	Thiol peroxidase
OGCDPPDJ_00156	gene	990				
OGCDPPDJ_00156	CDS	990				hypothetical protein
OGCDPPDJ_00157	gene	1188	ackA			
OGCDPPDJ_00157	CDS	1188	ackA	2.7.2.1	COG0282	Acetate kinase
OGCDPPDJ_00158	gene	513	moaB			
OGCDPPDJ_00158	CDS	513	moaB		COG0521	Molybdenum cofactor biosynthesis protein B
OGCDPPDJ_00159	gene	1212	argG			
OGCDPPDJ_00159	CDS	1212	argG	6.3.4.5		Argininosuccinate synthase
OGCDPPDJ_00160	gene	1386	argH			
OGCDPPDJ_00160	CDS	1386	argH	4.3.2.1	COG0165	Argininosuccinate lyase
OGCDPPDJ_00161	gene	132				
OGCDPPDJ_00161	CDS	132				hypothetical protein
OGCDPPDJ_00162	gene	768	fabG_1			
OGCDPPDJ_00162	CDS	768	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
OGCDPPDJ_00163	gene	684				
OGCDPPDJ_00163	CDS	684				hypothetical protein
OGCDPPDJ_00164	gene	927	hdfR			
OGCDPPDJ_00164	CDS	927	hdfR			HTH-type transcriptional regulator HdfR
OGCDPPDJ_00165	gene	537	ytmI			
OGCDPPDJ_00165	CDS	537	ytmI	2.3.1.-		putative N-acetyltransferase YtmI
OGCDPPDJ_00166	gene	810	tcyJ			
OGCDPPDJ_00166	CDS	810	tcyJ		COG0834	L-cystine-binding protein TcyJ
OGCDPPDJ_00167	gene	792	tcyK			
OGCDPPDJ_00167	CDS	792	tcyK		COG0834	L-cystine-binding protein TcyK
OGCDPPDJ_00168	gene	720	tcyL			
OGCDPPDJ_00168	CDS	720	tcyL		COG0765	L-cystine transport system permease protein TcyL
OGCDPPDJ_00169	gene	708	tcyM			
OGCDPPDJ_00169	CDS	708	tcyM		COG0765	L-cystine transport system permease protein TcyM
OGCDPPDJ_00170	gene	780	tcyN			
OGCDPPDJ_00170	CDS	780	tcyN	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyN
OGCDPPDJ_00171	gene	1005				
OGCDPPDJ_00171	CDS	1005				hypothetical protein
OGCDPPDJ_00172	gene	282				
OGCDPPDJ_00172	CDS	282				hypothetical protein
OGCDPPDJ_00173	gene	1329	moxC			
OGCDPPDJ_00173	CDS	1329	moxC	1.14.-.-	COG2141	Putative monooxygenase MoxC
OGCDPPDJ_00174	gene	693	ribR			
OGCDPPDJ_00174	CDS	693	ribR	2.7.1.26	COG0196	RNA-binding riboflavin kinase RibR
OGCDPPDJ_00175	gene	1251	scmP_1			
OGCDPPDJ_00175	CDS	1251	scmP_1	3.5.1.-	COG1473	N-acetylcysteine deacetylase
OGCDPPDJ_00176	gene	903				
OGCDPPDJ_00176	CDS	903				hypothetical protein
OGCDPPDJ_00177	gene	1320	IMPDH_2			
OGCDPPDJ_00177	CDS	1320	IMPDH_2	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
OGCDPPDJ_00178	gene	303				
OGCDPPDJ_00178	CDS	303				hypothetical protein
OGCDPPDJ_00179	gene	942	nrnA			
OGCDPPDJ_00179	CDS	942	nrnA	3.1.-.-	COG0618	Bifunctional oligoribonuclease and PAP phosphatase NrnA
OGCDPPDJ_00180	gene	192				
OGCDPPDJ_00180	CDS	192				hypothetical protein
OGCDPPDJ_00181	gene	504	ytrI			
OGCDPPDJ_00181	CDS	504	ytrI			Sporulation membrane protein YtrI
OGCDPPDJ_00182	gene	342	ytrH			
OGCDPPDJ_00182	CDS	342	ytrH			Sporulation membrane protein YtrH
OGCDPPDJ_00183	gene	3348	dnaE			
OGCDPPDJ_00183	CDS	3348	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
OGCDPPDJ_00184	gene	1233				
OGCDPPDJ_00184	CDS	1233		1.1.1.38		NAD-dependent malic enzyme
OGCDPPDJ_00185	gene	873	accD			
OGCDPPDJ_00185	CDS	873	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
OGCDPPDJ_00186	gene	978	accA			
OGCDPPDJ_00186	CDS	978	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
OGCDPPDJ_00187	gene	960	pfkA			
OGCDPPDJ_00187	CDS	960	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase
OGCDPPDJ_00188	gene	1758	pyk			
OGCDPPDJ_00188	CDS	1758	pyk	2.7.1.40	COG0469	Pyruvate kinase
OGCDPPDJ_00189	gene	384				
OGCDPPDJ_00189	CDS	384				hypothetical protein
OGCDPPDJ_00190	gene	1116				
OGCDPPDJ_00190	CDS	1116				Sodium-lithium/proton antiporter
OGCDPPDJ_00191	gene	465				
OGCDPPDJ_00191	CDS	465				hypothetical protein
OGCDPPDJ_00192	gene	1119	citZ			
OGCDPPDJ_00192	CDS	1119	citZ	2.3.3.16	COG0372	Citrate synthase 2
OGCDPPDJ_00193	gene	1272	icd			
OGCDPPDJ_00193	CDS	1272	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
OGCDPPDJ_00194	gene	939	mdh			
OGCDPPDJ_00194	CDS	939	mdh	1.1.1.37	COG0039	Malate dehydrogenase
OGCDPPDJ_00195	gene	723	phoP			
OGCDPPDJ_00195	CDS	723	phoP		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
OGCDPPDJ_00196	gene	1740	phoR_1			
OGCDPPDJ_00196	CDS	1740	phoR_1	2.7.13.3	COG0642	Alkaline phosphatase synthesis sensor protein PhoR
OGCDPPDJ_00197	gene	2643	polA_1			
OGCDPPDJ_00197	CDS	2643	polA_1	2.7.7.7		DNA polymerase I
OGCDPPDJ_00198	gene	837	mutM			
OGCDPPDJ_00198	CDS	837	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
OGCDPPDJ_00199	gene	633	ytaF			
OGCDPPDJ_00199	CDS	633	ytaF			putative sporulation protein YtaF
OGCDPPDJ_00200	gene	594	coaE			
OGCDPPDJ_00200	CDS	594	coaE	2.7.1.24		Dephospho-CoA kinase
OGCDPPDJ_00201	gene	843	ytbE			
OGCDPPDJ_00201	CDS	843	ytbE	1.-.-.-	COG0656	putative oxidoreductase YtbE
OGCDPPDJ_00202	gene	1197	ydhP_1			
OGCDPPDJ_00202	CDS	1197	ydhP_1		COG2814	Inner membrane transport protein YdhP
OGCDPPDJ_00203	gene	381	ytcD_1			
OGCDPPDJ_00203	CDS	381	ytcD_1		COG1733	putative HTH-type transcriptional regulator YtcD
OGCDPPDJ_00204	gene	1023	gapB			
OGCDPPDJ_00204	CDS	1023	gapB	1.2.1.59	COG0057	Glyceraldehyde-3-phosphate dehydrogenase 2
OGCDPPDJ_00205	gene	381	speH			
OGCDPPDJ_00205	CDS	381	speH	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
OGCDPPDJ_00206	gene	459	nrdR			
OGCDPPDJ_00206	CDS	459	nrdR		COG1327	Transcriptional repressor NrdR
OGCDPPDJ_00207	gene	1419	dnaB			
