query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs,matched_GOs,Sub_Category,Main_Group
OGCDPPDJ_00257,1051501.AYTL01000030_gene2925,1.12e-69,210.0,"COG3118@1|root,COG3118@2|Bacteria,1VA3Y@1239|Firmicutes,4HKKX@91061|Bacilli,1ZGXM@1386|Bacillus",2|Bacteria,O,Belongs to the thioredoxin family,trxA,"GO:0003674,GO:0003824,GO:0004791,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009636,GO:0009987,GO:0015035,GO:0015036,GO:0016209,GO:0016491,GO:0016651,GO:0016667,GO:0016668,GO:0016671,GO:0019725,GO:0033554,GO:0034599,GO:0042221,GO:0042592,GO:0044424,GO:0044444,GO:0044464,GO:0045454,GO:0047134,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0055114,GO:0065007,GO:0065008,GO:0070887,GO:0097237,GO:0098754,GO:0098869,GO:1990748",-,ko:K03671,"ko04621,ko05418,map04621,map05418",-,-,-,"ko00000,ko00001,ko03110",-,-,-,"DUF836,Thioredoxin","GO:0006950,GO:0006979,GO:0033554,GO:0034599",General Stress,Stress Response
OGCDPPDJ_00258,224308.BSU28490,0.0,1161.0,"COG0322@1|root,COG0322@2|Bacteria,1TP4B@1239|Firmicutes,4H9QH@91061|Bacilli,1ZBY1@1386|Bacillus",2|Bacteria,L,The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrC both incises the 5' and 3' sides of the lesion. The N-terminal half is responsible for the 3' incision and the C-terminal half is responsible for the 5' incision,uvrC,"GO:0005575,GO:0005622,GO:0005623,GO:0006950,GO:0006974,GO:0008150,GO:0009380,GO:0009987,GO:0032991,GO:0033554,GO:0044424,GO:0044464,GO:0050896,GO:0051716,GO:1902494,GO:1905347,GO:1905348,GO:1990391",-,ko:K03703,"ko03420,map03420",-,-,-,"ko00000,ko00001,ko03400",-,-,-,"GIY-YIG,HHH_2,HHH_5,UVR,UvrC_HhH_N","GO:0006950,GO:0006974,GO:0033554",General Stress,Stress Response
OGCDPPDJ_00287,224308.BSU28200,0.0,1486.0,"COG0466@1|root,COG0466@2|Bacteria,1TNYG@1239|Firmicutes,4HAZK@91061|Bacilli,1ZAXX@1386|Bacillus",2|Bacteria,O,"ATP-dependent serine protease that mediates the selective degradation of mutant and abnormal proteins as well as certain short-lived regulatory proteins. Required for cellular homeostasis and for survival from DNA damage and developmental changes induced by stress. Degrades polypeptides processively to yield small peptide fragments that are 5 to 10 amino acids long. Binds to DNA in a double-stranded, site-specific manner",lon,"GO:0000166,GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0004175,GO:0004176,GO:0004252,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006508,GO:0006515,GO:0006807,GO:0006950,GO:0008144,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0009056,GO:0009057,GO:0009266,GO:0009314,GO:0009408,GO:0009628,GO:0009987,GO:0010165,GO:0010212,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0017171,GO:0019538,GO:0030163,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0042623,GO:0043167,GO:0043168,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0051603,GO:0070011,GO:0071704,GO:0097159,GO:0097367,GO:0140096,GO:1901265,GO:1901363,GO:1901564,GO:1901565,GO:1901575",3.4.21.53,ko:K01338,"ko04112,map04112",-,-,-,"ko00000,ko00001,ko01000,ko01002",-,-,-,"AAA,LON_substr_bdg,Lon_C","GO:0006950,GO:0009408",General Stress,Stress Response
OGCDPPDJ_00290,224308.BSU28170,1.92e-315,861.0,"COG0373@1|root,COG0373@2|Bacteria,1TQN9@1239|Firmicutes,4HAVC@91061|Bacilli,1ZBER@1386|Bacillus",2|Bacteria,H,Catalyzes the NADPH-dependent reduction of glutamyl- tRNA(Glu) to glutamate 1-semialdehyde (GSA),hemA,"GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0006082,GO:0006520,GO:0006536,GO:0006725,GO:0006778,GO:0006779,GO:0006782,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0008883,GO:0009058,GO:0009064,GO:0009288,GO:0009987,GO:0016491,GO:0016620,GO:0016903,GO:0018130,GO:0019353,GO:0019438,GO:0019752,GO:0033013,GO:0033014,GO:0033526,GO:0034641,GO:0040007,GO:0042168,GO:0042440,GO:0042597,GO:0042802,GO:0042995,GO:0043226,GO:0043228,GO:0043436,GO:0043648,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044464,GO:0046148,GO:0046483,GO:0046501,GO:0051186,GO:0051188,GO:0055040,GO:0055114,GO:0071704,GO:0140098,GO:0140101,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605",1.2.1.70,"ko:K02407,ko:K02492,ko:K10714,ko:K15671","ko00680,ko00860,ko01051,ko01052,ko01100,ko01110,ko01120,ko01200,ko02040,map00680,map00860,map01051,map01052,map01100,map01110,map01120,map01200,map02040",M00121,"R04109,R08059","RC00055,RC00149,RC00202","ko00000,ko00001,ko00002,ko01000,ko01008,ko02035",-,-,"iECNA114_1301.ECNA114_1375,iECSF_1327.ECSF_1186,iSB619.SA_RS08420,iUTI89_1310.UTI89_C1404","GlutR_N,GlutR_dimer,Shikimate_DH","GO:0019353,GO:0006783,GO:0033014,GO:0033526,GO:0006778,GO:0046501,GO:0042168,GO:0006782,GO:0006779,GO:0033013",Toxin Antitoxin,Stress Response
OGCDPPDJ_00292,224308.BSU28150,7.629999999999999e-221,609.0,"COG0181@1|root,COG0181@2|Bacteria,1TPFQ@1239|Firmicutes,4H9TV@91061|Bacilli,1ZCR0@1386|Bacillus",2|Bacteria,H,Tetrapolymerization of the monopyrrole PBG into the hydroxymethylbilane pre-uroporphyrinogen in several discrete steps,hemC,"GO:0003674,GO:0003824,GO:0004418,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006464,GO:0006725,GO:0006778,GO:0006779,GO:0006782,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016740,GO:0016765,GO:0018065,GO:0018130,GO:0018160,GO:0018193,GO:0018198,GO:0019438,GO:0019538,GO:0033013,GO:0033014,GO:0034641,GO:0036211,GO:0042168,GO:0042440,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046148,GO:0046483,GO:0046501,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576","2.1.1.107,2.5.1.61,4.2.1.75","ko:K01749,ko:K13542","ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120",M00121,"R00084,R03165,R03194","RC00003,RC00871,RC01861,RC02317","ko00000,ko00001,ko00002,ko01000",-,-,"iEC55989_1330.EC55989_4275,iECH74115_1262.ECH74115_5243,iECIAI1_1343.ECIAI1_3991,iECO103_1326.ECO103_4362,iECO111_1330.ECO111_4628,iECO26_1355.ECO26_4784,iECSE_1348.ECSE_4086,iEKO11_1354.EKO11_4554,iHN637.CLJU_RS15760,iPC815.YPO3849","Porphobil_deam,Porphobil_deamC","GO:0033014,GO:0006783,GO:0046501,GO:0006778,GO:0042168,GO:0006782,GO:0006779,GO:0033013",Toxin Antitoxin,Stress Response
OGCDPPDJ_00293,224308.BSU28140,1.18e-182,508.0,"COG1587@1|root,COG1587@2|Bacteria,1UHSJ@1239|Firmicutes,4HFY4@91061|Bacilli,1ZGER@1386|Bacillus",2|Bacteria,H,Uroporphyrinogen-III synthase,hemD,"GO:0003674,GO:0003824,GO:0004851,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008169,GO:0008757,GO:0009058,GO:0009987,GO:0016740,GO:0016741,GO:0018130,GO:0019354,GO:0019438,GO:0032259,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0044237,GO:0044249,GO:0044271,GO:0046148,GO:0046156,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576","2.1.1.107,4.2.1.75","ko:K01719,ko:K13542","ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120",M00121,"R03165,R03194","RC00003,RC00871,RC01861","ko00000,ko00001,ko00002,ko01000",-,-,-,"HEM4,TP_methylase","GO:0033014,GO:0006783,GO:0006778,GO:0042168,GO:0019354,GO:0006779,GO:0033013",Toxin Antitoxin,Stress Response
OGCDPPDJ_00294,224308.BSU28130,3.7e-233,641.0,"COG0113@1|root,COG0113@2|Bacteria,1TP09@1239|Firmicutes,4HBQC@91061|Bacilli,1ZARK@1386|Bacillus",2|Bacteria,H,Belongs to the ALAD family,hemB,"GO:0003674,GO:0003824,GO:0004655,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009987,GO:0016829,GO:0016835,GO:0016836,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0043167,GO:0043169,GO:0044237,GO:0044249,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046148,GO:0046483,GO:0046872,GO:0046914,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",4.2.1.24,ko:K01698,"ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120",M00121,R00036,"RC00918,RC01781","ko00000,ko00001,ko00002,ko01000,ko04147",-,-,iHN637.CLJU_RS15750,ALAD,"GO:0033014,GO:0006783,GO:0006778,GO:0042168,GO:0006779,GO:0033013",Toxin Antitoxin,Stress Response
OGCDPPDJ_00295,224308.BSU28120,1.75e-312,851.0,"COG0001@1|root,COG0001@2|Bacteria,1TPNH@1239|Firmicutes,4HANQ@91061|Bacilli,1ZBUT@1386|Bacillus",2|Bacteria,H,Glutamate-1-semialdehyde aminotransferase,hemL,"GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0006725,GO:0006778,GO:0006779,GO:0006782,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016020,GO:0016853,GO:0016866,GO:0016869,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0040007,GO:0042168,GO:0042286,GO:0042440,GO:0042802,GO:0044237,GO:0044249,GO:0044271,GO:0044464,GO:0046148,GO:0046483,GO:0046501,GO:0051186,GO:0051188,GO:0071704,GO:0071944,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",5.4.3.8,ko:K01845,"ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120",M00121,R02272,RC00677,"ko00000,ko00001,ko00002,ko01000,ko01007",-,-,"iSB619.SA_RS08395,iUMNK88_1353.UMNK88_158",Aminotran_3,"GO:0033014,GO:0006783,GO:0046501,GO:0006778,GO:0042168,GO:0006782,GO:0006779,GO:0033013",Toxin Antitoxin,Stress Response
OGCDPPDJ_00334,224308.BSU27740,2.84e-137,389.0,"COG0632@1|root,COG0632@2|Bacteria,1V3KF@1239|Firmicutes,4HHI5@91061|Bacilli,1ZBJT@1386|Bacillus",2|Bacteria,L,"The RuvA-RuvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is a helicase that mediates the Holliday junction migration by localized denaturation and reannealing. RuvA stimulates, in the presence of DNA, the weak ATPase activity of RuvB",ruvA,"GO:0000217,GO:0000400,GO:0000724,GO:0000725,GO:0003674,GO:0003676,GO:0003677,GO:0003678,GO:0003824,GO:0004386,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0006139,GO:0006259,GO:0006281,GO:0006302,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0007154,GO:0008150,GO:0008152,GO:0009314,GO:0009378,GO:0009379,GO:0009432,GO:0009605,GO:0009628,GO:0009987,GO:0009991,GO:0016020,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0022607,GO:0031668,GO:0032392,GO:0032508,GO:0032991,GO:0033202,GO:0033554,GO:0034641,GO:0042802,GO:0043170,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0048476,GO:0050896,GO:0051259,GO:0051260,GO:0051262,GO:0051276,GO:0051289,GO:0051716,GO:0065003,GO:0071103,GO:0071496,GO:0071704,GO:0071840,GO:0071944,GO:0090304,GO:0097159,GO:0140097,GO:1901360,GO:1901363,GO:1902494",3.6.4.12,ko:K03550,"ko03440,map03440",-,-,-,"ko00000,ko00001,ko01000,ko03400",-,-,-,"HHH_5,RuvA_C,RuvA_N","GO:0006950,GO:0006281,GO:0000725,GO:0009432,GO:0033554,GO:0000724,GO:0006974,GO:0006302",General Stress,Stress Response
OGCDPPDJ_00335,224308.BSU27730,9.14e-239,656.0,"COG2255@1|root,COG2255@2|Bacteria,1TR47@1239|Firmicutes,4HBMW@91061|Bacilli,1ZC5A@1386|Bacillus",2|Bacteria,L,"The RuvA-RuvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is a helicase that mediates the Holliday junction migration by localized denaturation and reannealing",ruvB,"GO:0006950,GO:0006974,GO:0007154,GO:0008150,GO:0009432,GO:0009605,GO:0009987,GO:0009991,GO:0031668,GO:0033554,GO:0050896,GO:0051716,GO:0071496",3.6.4.12,ko:K03551,"ko03440,map03440",-,-,-,"ko00000,ko00001,ko01000,ko03400",-,-,-,"RuvB_C,RuvB_N","GO:0006950,GO:0006974,GO:0033554,GO:0009432",General Stress,Stress Response
OGCDPPDJ_00349,224308.BSU27600,0.0,1429.0,"COG0317@1|root,COG0317@2|Bacteria,1TNYZ@1239|Firmicutes,4HBX7@91061|Bacilli,1ZBN6@1386|Bacillus",2|Bacteria,KT,In eubacteria ppGpp (guanosine 3'-diphosphate 5-' diphosphate) is a mediator of the stringent response that coordinates a variety of cellular activities in response to changes in nutritional abundance,relA,"GO:0003674,GO:0003824,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0008150,GO:0008152,GO:0008728,GO:0008893,GO:0009116,GO:0009117,GO:0009119,GO:0009150,GO:0009259,GO:0009605,GO:0009987,GO:0009991,GO:0015969,GO:0016020,GO:0016740,GO:0016772,GO:0016778,GO:0016787,GO:0016788,GO:0016794,GO:0019637,GO:0019693,GO:0030312,GO:0031667,GO:0033865,GO:0033875,GO:0034032,GO:0034035,GO:0034641,GO:0042278,GO:0042578,GO:0042594,GO:0044237,GO:0044238,GO:0044281,GO:0044464,GO:0046128,GO:0046483,GO:0050896,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:1901068,GO:1901135,GO:1901360,GO:1901564,GO:1901657",2.7.6.5,ko:K00951,"ko00230,map00230",-,R00429,"RC00002,RC00078","ko00000,ko00001,ko01000",-,-,"iHN637.CLJU_RS16615,iYO844.BSU27600","ACT_4,HD_4,RelA_SpoT,TGS","GO:0006950,GO:0042594",General Stress,Stress Response
OGCDPPDJ_00350,1051501.AYTL01000030_gene2832,1.3599999999999999e-90,266.0,"COG1490@1|root,COG1490@2|Bacteria,1V6GH@1239|Firmicutes,4HINN@91061|Bacilli,1ZG82@1386|Bacillus",2|Bacteria,J,"rejects L-amino acids rather than detecting D-amino acids in the active site. By recycling D-aminoacyl-tRNA to D-amino acids and free tRNA molecules, this enzyme counteracts the toxicity associated with the formation of D-aminoacyl-tRNA entities in vivo and helps enforce protein L-homochirality",dtd,"GO:0002161,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006399,GO:0006450,GO:0006725,GO:0006807,GO:0006950,GO:0008150,GO:0008152,GO:0009266,GO:0009408,GO:0009628,GO:0009987,GO:0016070,GO:0016787,GO:0016788,GO:0034641,GO:0034660,GO:0043170,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0051499,GO:0051500,GO:0052689,GO:0065007,GO:0065008,GO:0071704,GO:0090304,GO:0106026,GO:0106074,GO:0140098,GO:0140101,GO:1901360",-,ko:K07560,-,-,-,-,"ko00000,ko01000,ko03016",-,-,-,Tyr_Deacylase,"GO:0006950,GO:0009408",General Stress,Stress Response
OGCDPPDJ_00411,224308.BSU27020,1.58e-116,333.0,"COG0693@1|root,COG0693@2|Bacteria,1V3I7@1239|Firmicutes,4HFNG@91061|Bacilli,1ZFMH@1386|Bacillus",2|Bacteria,S,protease,yhbO,"GO:0003674,GO:0003824,GO:0004096,GO:0004601,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006081,GO:0006082,GO:0006089,GO:0006139,GO:0006259,GO:0006281,GO:0006464,GO:0006517,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006979,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009100,GO:0009266,GO:0009268,GO:0009314,GO:0009408,GO:0009411,GO:0009416,GO:0009438,GO:0009628,GO:0009636,GO:0009987,GO:0016053,GO:0016209,GO:0016491,GO:0016684,GO:0016829,GO:0016835,GO:0016836,GO:0016999,GO:0017001,GO:0017144,GO:0019172,GO:0019249,GO:0019538,GO:0019752,GO:0020037,GO:0030091,GO:0032787,GO:0033554,GO:0034641,GO:0036211,GO:0036524,GO:0036525,GO:0042180,GO:0042182,GO:0042221,GO:0042737,GO:0042743,GO:0042744,GO:0042802,GO:0043170,GO:0043412,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044267,GO:0044281,GO:0044282,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046185,GO:0046394,GO:0046483,GO:0046906,GO:0048037,GO:0050896,GO:0051186,GO:0051187,GO:0051596,GO:0051716,GO:0055114,GO:0061727,GO:0070887,GO:0071704,GO:0072330,GO:0072593,GO:0090304,GO:0097159,GO:0097237,GO:0098754,GO:0098869,GO:0140096,GO:1901135,GO:1901360,GO:1901363,GO:1901564,GO:1901575,GO:1901576,GO:1901615,GO:1901617,GO:1990748","1.11.1.6,3.5.1.124","ko:K03781,ko:K05520","ko00380,ko00630,ko01110,ko01130,ko01200,ko04011,ko04016,ko04068,ko04146,ko04211,ko04212,ko04213,ko05014,map00380,map00630,map01110,map01130,map01200,map04011,map04016,map04068,map04146,map04211,map04212,map04213,map05014",M00532,"R00009,R00602,R02670","RC00034,RC00767,RC02141,RC02755","ko00000,ko00001,ko00002,ko01000,ko01002",-,-,-,DJ-1_PfpI,"GO:0006950,GO:0006281,GO:0006979,GO:0033554,GO:0006974,GO:0009408",General Stress,Stress Response
OGCDPPDJ_00432,224308.BSU26830,3.78e-169,473.0,"COG3443@1|root,COG3443@2|Bacteria,1UI6E@1239|Firmicutes,4ISFG@91061|Bacilli,1ZS5B@1386|Bacillus",2|Bacteria,S,ZinT (YodA) periplasmic lipocalin-like zinc-recruitment,adcA,"GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006950,GO:0007154,GO:0008150,GO:0008270,GO:0009267,GO:0009605,GO:0009987,GO:0009991,GO:0010035,GO:0010038,GO:0030288,GO:0030313,GO:0031667,GO:0031668,GO:0031669,GO:0031975,GO:0033554,GO:0034224,GO:0042221,GO:0042594,GO:0042597,GO:0043167,GO:0043169,GO:0044424,GO:0044464,GO:0046686,GO:0046870,GO:0046872,GO:0046914,GO:0050896,GO:0051716,GO:0071496,GO:0120127",-,ko:K09815,"ko02010,map02010",M00242,-,-,"ko00000,ko00001,ko00002,ko02000","3.A.1.15.3,3.A.1.15.5",-,-,"ZinT,ZnuA","GO:0006950,GO:0120127,GO:0009267,GO:0033554,GO:0034224,GO:0042594",General Stress,Stress Response
OGCDPPDJ_00482,224308.BSU26280,2.79e-192,535.0,"COG3723@1|root,COG3723@2|Bacteria,1UNDF@1239|Firmicutes,4HB2T@91061|Bacilli,1ZEC2@1386|Bacillus",2|Bacteria,L,RecT family,recT,"GO:0000724,GO:0000725,GO:0000731,GO:0003674,GO:0003676,GO:0003677,GO:0003697,GO:0005488,GO:0005575,GO:0006139,GO:0006259,GO:0006281,GO:0006302,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016043,GO:0018130,GO:0019438,GO:0032392,GO:0032508,GO:0032991,GO:0032993,GO:0033554,GO:0034641,GO:0034645,GO:0034654,GO:0043150,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0046483,GO:0050896,GO:0051276,GO:0051716,GO:0071103,GO:0071704,GO:0071840,GO:0071897,GO:0090304,GO:0097159,GO:1901360,GO:1901362,GO:1901363,GO:1901576",-,ko:K07455,-,-,-,-,"ko00000,ko03400",-,-,-,RecT,"GO:0006950,GO:0006281,GO:0000725,GO:0033554,GO:0000724,GO:0006974,GO:0006302",General Stress,Stress Response
OGCDPPDJ_00572,224308.BSU25500,5.8600000000000006e-276,754.0,"COG0635@1|root,COG0635@2|Bacteria,1TPES@1239|Firmicutes,4HA60@91061|Bacilli,1ZC7V@1386|Bacillus",2|Bacteria,H,Involved in the biosynthesis of porphyrin-containing compound,hemN,"GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006725,GO:0006778,GO:0006779,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0044237,GO:0044249,GO:0044271,GO:0044424,GO:0044464,GO:0046483,GO:0048037,GO:0051186,GO:0051188,GO:0051536,GO:0051539,GO:0051540,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",-,-,-,-,-,-,-,-,-,-,"HemN_C,Radical_SAM","GO:0006779,GO:0006778,GO:0033013,GO:0033014",Toxin Antitoxin,Stress Response
OGCDPPDJ_00574,224308.BSU25480,1.7399999999999999e-106,310.0,"COG0576@1|root,COG0576@2|Bacteria,1V6G2@1239|Firmicutes,4HIRK@91061|Bacilli,1ZGCW@1386|Bacillus",2|Bacteria,O,"Participates actively in the response to hyperosmotic and heat shock by preventing the aggregation of stress-denatured proteins, in association with DnaK and GrpE. It is the nucleotide exchange factor for DnaK and may function as a thermosensor. Unfolded proteins bind initially to DnaJ",grpE,"GO:0000166,GO:0000774,GO:0001871,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005618,GO:0005623,GO:0006950,GO:0007154,GO:0008150,GO:0009267,GO:0009605,GO:0009986,GO:0009987,GO:0009991,GO:0017076,GO:0030234,GO:0030246,GO:0030247,GO:0030312,GO:0030554,GO:0031667,GO:0031668,GO:0031669,GO:0033554,GO:0036094,GO:0040007,GO:0042594,GO:0044464,GO:0050790,GO:0050896,GO:0051082,GO:0051716,GO:0060589,GO:0060590,GO:0065007,GO:0065009,GO:0071496,GO:0071944,GO:0097159,GO:0098772,GO:1901265,GO:1901363,GO:2001065",-,ko:K03687,-,-,-,-,"ko00000,ko03029,ko03110",-,-,-,GrpE,"GO:0006950,GO:0042594,GO:0009267,GO:0033554",General Stress,Stress Response
OGCDPPDJ_00591,224308.BSU25320,3.54e-105,304.0,"COG0319@1|root,COG0319@2|Bacteria,1V6BU@1239|Firmicutes,4HIIE@91061|Bacilli,1ZG7I@1386|Bacillus",2|Bacteria,S,Single strand-specific metallo-endoribonuclease involved in late-stage 70S ribosome quality control and in maturation of the 3' terminus of the 16S rRNA,ybeY,"GO:0000469,GO:0000478,GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004540,GO:0005488,GO:0006139,GO:0006355,GO:0006364,GO:0006396,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0006950,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009266,GO:0009408,GO:0009628,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016070,GO:0016072,GO:0016151,GO:0016787,GO:0016788,GO:0016892,GO:0016894,GO:0019219,GO:0019222,GO:0019538,GO:0022613,GO:0030490,GO:0031323,GO:0031326,GO:0031554,GO:0031564,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0042254,GO:0042274,GO:0043043,GO:0043167,GO:0043169,GO:0043170,GO:0043244,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0046483,GO:0046872,GO:0046914,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0071840,GO:0080090,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0140098,GO:1901360,GO:1901564,GO:1901566,GO:1901576,GO:1903506,GO:2000112,GO:2001141","2.6.99.2,3.5.4.5","ko:K01489,ko:K03474,ko:K03595,ko:K07042","ko00240,ko00750,ko00983,ko01100,map00240,map00750,map00983,map01100",M00124,"R01878,R02485,R05838,R08221","RC00074,RC00514,RC01476","ko00000,ko00001,ko00002,ko01000,ko03009,ko03029",-,-,-,UPF0054,"GO:0006950,GO:0009408",General Stress,Stress Response
OGCDPPDJ_00596,224308.BSU25280,7.48e-187,518.0,"COG1381@1|root,COG1381@2|Bacteria,1UZ19@1239|Firmicutes,4HAHI@91061|Bacilli,1ZAUA@1386|Bacillus",2|Bacteria,L,Involved in DNA repair and RecF pathway recombination,recO,"GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006259,GO:0006281,GO:0006302,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009295,GO:0009987,GO:0033554,GO:0034641,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043590,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:1901360",-,ko:K03584,"ko03440,map03440",-,-,-,"ko00000,ko00001,ko03400",-,-,-,"RecO_C,RecO_N","GO:0006950,GO:0006281,GO:0033554,GO:0006974,GO:0006302",General Stress,Stress Response
