locus_tag	ftype	length_bp	gene	EC_number	COG	product
LCJDOLDM_00035	CDS	777	srlR_1		COG1349	Glucitol operon repressor
LCJDOLDM_00036	CDS	2070	hcaB_1	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
LCJDOLDM_00037	CDS	1989	mcpB_1		COG0840	Methyl-accepting chemotaxis protein McpB
LCJDOLDM_00038	CDS	1986	mcpA_1		COG0840	Methyl-accepting chemotaxis protein McpA
LCJDOLDM_00039	CDS	1989	mcpA_2		COG0840	Methyl-accepting chemotaxis protein McpA
LCJDOLDM_00040	CDS	1989	mcpB_2		COG0840	Methyl-accepting chemotaxis protein McpB
LCJDOLDM_00041	CDS	738	tgl	2.3.2.13		Protein-glutamine gamma-glutamyltransferase
LCJDOLDM_00042	CDS	255				hypothetical protein
LCJDOLDM_00043	CDS	399				hypothetical protein
LCJDOLDM_00044	CDS	1665	malL_1	3.2.1.10	COG0366	Oligo-1,6-glucosidase
LCJDOLDM_00045	CDS	1293				hypothetical protein
LCJDOLDM_00046	CDS	678				hypothetical protein
LCJDOLDM_00047	CDS	264				hypothetical protein
LCJDOLDM_00048	CDS	333	mstX		COG1226	Protein mistic
LCJDOLDM_00049	CDS	987				hypothetical protein
LCJDOLDM_00050	CDS	405				hypothetical protein
LCJDOLDM_00051	CDS	429				hypothetical protein
LCJDOLDM_00052	CDS	1353	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
LCJDOLDM_00053	CDS	1173	adh2_1	1.1.1.192	COG1979	Long-chain-alcohol dehydrogenase 2
LCJDOLDM_00054	CDS	1164	adh2_2	1.1.1.192	COG1979	Long-chain-alcohol dehydrogenase 2
LCJDOLDM_00055	CDS	237				hypothetical protein
LCJDOLDM_00056	CDS	393	yugI		COG1098	General stress protein 13
LCJDOLDM_00057	CDS	1083	dapX_1	2.6.1.-	COG0436	putative N-acetyl-LL-diaminopimelate aminotransferase
LCJDOLDM_00058	CDS	501				hypothetical protein
LCJDOLDM_00059	CDS	822	mhpC	3.7.1.14		2-hydroxy-6-oxononadienedioate/2-hydroxy-6-oxononatrienedioate hydrolase
LCJDOLDM_00060	CDS	261				hypothetical protein
LCJDOLDM_00061	CDS	1164	patB	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
LCJDOLDM_00062	CDS	1287	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
LCJDOLDM_00063	CDS	387	kapB			Kinase-associated lipoprotein B
LCJDOLDM_00064	CDS	618				hypothetical protein
LCJDOLDM_00065	CDS	204				hypothetical protein
LCJDOLDM_00066	CDS	1059	sbnD			Staphyloferrin B transporter
LCJDOLDM_00067	CDS	1875	pbpD		COG0744	Penicillin-binding protein 4
LCJDOLDM_00068	CDS	414				hypothetical protein
LCJDOLDM_00069	CDS	558				hypothetical protein
LCJDOLDM_00070	CDS	1602	dcuS_1	2.7.13.3	COG3290	Sensor histidine kinase DcuS
LCJDOLDM_00071	CDS	708	dcuR_1		COG4565	Transcriptional regulatory protein DcuR
LCJDOLDM_00072	CDS	1080	tmpC		COG1744	Membrane lipoprotein TmpC
LCJDOLDM_00073	CDS	1533	mglA	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
LCJDOLDM_00074	CDS	1047				hypothetical protein
LCJDOLDM_00075	CDS	960				hypothetical protein
LCJDOLDM_00076	CDS	1347	cimH_1		COG3493	Citrate/malate transporter
LCJDOLDM_00077	CDS	216				hypothetical protein
LCJDOLDM_00078	CDS	2406	mrpA		COG1009	Na(+)/H(+) antiporter subunit A
LCJDOLDM_00079	CDS	432	mrpB		COG2111	Na(+)/H(+) antiporter subunit B
LCJDOLDM_00080	CDS	342	mrpC		COG1006	Na(+)/H(+) antiporter subunit C
LCJDOLDM_00081	CDS	1491	mrpD		COG0651	Na(+)/H(+) antiporter subunit D
LCJDOLDM_00082	CDS	477	mrpE		COG1863	Na(+)/H(+) antiporter subunit E
LCJDOLDM_00083	CDS	285	mrpF		COG2212	Na(+)/H(+) antiporter subunit F
LCJDOLDM_00084	CDS	375	mrpG		COG1320	Na(+)/H(+) antiporter subunit G
LCJDOLDM_00085	CDS	384		3.1.2.-	COG2050	Putative esterase
LCJDOLDM_00086	CDS	666	comA		COG2197	Transcriptional regulatory protein ComA
LCJDOLDM_00087	CDS	2301	comP	2.7.13.3		Sensor histidine kinase ComP
LCJDOLDM_00088	CDS	165				hypothetical protein
LCJDOLDM_00089	CDS	945				hypothetical protein
LCJDOLDM_00090	CDS	141	degQ			Degradation enzyme regulation protein DegQ
LCJDOLDM_00091	CDS	369				hypothetical protein
LCJDOLDM_00092	CDS	1230	cdgJ	3.1.4.52	COG3434	Cyclic di-GMP phosphodiesterase CdgJ
LCJDOLDM_00093	CDS	1473	pncB	6.3.4.21		Nicotinate phosphoribosyltransferase
LCJDOLDM_00094	CDS	552				hypothetical protein
LCJDOLDM_00095	CDS	399	yueI		COG5506	putative protein YueI
LCJDOLDM_00096	CDS	249				hypothetical protein
LCJDOLDM_00097	CDS	222	gerPF_1			putative spore germination protein GerPF
LCJDOLDM_00098	CDS	1110			COG0628	Putative transport protein
LCJDOLDM_00099	CDS	390				hypothetical protein
LCJDOLDM_00100	CDS	237				hypothetical protein
LCJDOLDM_00101	CDS	531				hypothetical protein
LCJDOLDM_00102	CDS	732	yueD	1.1.1.320		Benzil reductase ((S)-benzoin forming)
LCJDOLDM_00103	CDS	465				hypothetical protein
LCJDOLDM_00104	CDS	3138	yueB		COG1511	ESX secretion system protein YueB
LCJDOLDM_00105	CDS	4521	eccC		COG1674	ESX secretion system protein EccC
LCJDOLDM_00106	CDS	1356	essB		COG4499	Type VII secretion system protein EssB
LCJDOLDM_00107	CDS	240	yukD		COG5417	ESX secretion system protein YukD
LCJDOLDM_00108	CDS	294	yukE		COG4842	Protein YukE
LCJDOLDM_00109	CDS	1230	putR_1			Proline-responsive transcriptional activator PutR
LCJDOLDM_00110	CDS	987	ald_1	1.4.1.1	COG0686	Alanine dehydrogenase
LCJDOLDM_00111	CDS	153	ald_2	1.4.1.1	COG0686	Alanine dehydrogenase
LCJDOLDM_00112	CDS	678				hypothetical protein
LCJDOLDM_00113	CDS	210	mbtH		COG3251	Protein MbtH
LCJDOLDM_00114	CDS	5490	dhbF_1		COG1020	Dimodular nonribosomal peptide synthase
LCJDOLDM_00115	CDS	1680	dhbF_2		COG1020	Dimodular nonribosomal peptide synthase
LCJDOLDM_00116	CDS	939	dhbB	3.3.2.1	COG1535	Isochorismatase
LCJDOLDM_00117	CDS	1620	dhbE	6.3.2.-	COG1021	2,3-dihydroxybenzoate-AMP ligase
LCJDOLDM_00118	CDS	1197	dhbC	5.4.4.2	COG1169	Isochorismate synthase DhbC
LCJDOLDM_00119	CDS	786	dhbA	1.3.1.28	COG1028	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
LCJDOLDM_00120	CDS	870	besA	3.1.-.-	COG2819	Ferri-bacillibactin esterase BesA
LCJDOLDM_00121	CDS	597	yedY1		COG2041	Putative protein-methionine-sulfoxide reductase subunit YedZ1
LCJDOLDM_00122	CDS	603	bioY_1		COG1268	Biotin transporter BioY
LCJDOLDM_00123	CDS	1329				hypothetical protein
LCJDOLDM_00124	CDS	1503	pepA	3.4.11.1	COG0260	Cytosol aminopeptidase
LCJDOLDM_00125	CDS	477				hypothetical protein
LCJDOLDM_00126	CDS	654	yuiC		COG3584	putative protein YuiC
LCJDOLDM_00127	CDS	321				hypothetical protein
LCJDOLDM_00128	CDS	1221		1.6.99.-	COG1252	NADH dehydrogenase-like protein
LCJDOLDM_00129	CDS	999	yumC	1.18.1.2	COG0492	Ferredoxin--NADP reductase 2
LCJDOLDM_00130	CDS	141				hypothetical protein
LCJDOLDM_00131	CDS	981	guaC	1.7.1.7	COG0516	GMP reductase
LCJDOLDM_00132	CDS	624	paiB		COG2808	Protease synthase and sporulation protein PAI 2
LCJDOLDM_00133	CDS	519	paiA	2.3.1.57	COG0454	Spermidine/spermine N(1)-acetyltransferase
LCJDOLDM_00134	CDS	363			COG0316	Protein
LCJDOLDM_00135	CDS	855	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
LCJDOLDM_00136	CDS	1215	nupX		COG1972	Putative nucleoside permease NupX
LCJDOLDM_00137	CDS	237				hypothetical protein
LCJDOLDM_00138	CDS	1029	ndh	1.6.99.3	COG1252	NADH dehydrogenase
LCJDOLDM_00139	CDS	324				hypothetical protein
LCJDOLDM_00140	CDS	237	nfuA			Fe/S biogenesis protein NfuA
LCJDOLDM_00141	CDS	1974	dpp5	3.4.14.-	COG1506	Dipeptidyl-peptidase 5
LCJDOLDM_00142	CDS	930	thrB	2.7.1.39	COG0083	Homoserine kinase
LCJDOLDM_00143	CDS	1068	thrC	4.2.3.1	COG0498	Threonine synthase
LCJDOLDM_00144	CDS	1302	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
LCJDOLDM_00145	CDS	1017				hypothetical protein
LCJDOLDM_00146	CDS	450	ypjQ_1		COG1267	putative protein YpjQ
LCJDOLDM_00147	CDS	771	yutF	3.1.3.-	COG0647	Acid sugar phosphatase
LCJDOLDM_00148	CDS	435				hypothetical protein
LCJDOLDM_00149	CDS	276	yutD		COG4470	putative protein YutD
LCJDOLDM_00150	CDS	633				hypothetical protein
LCJDOLDM_00151	CDS	897	lipA	2.8.1.8	COG0320	Lipoyl synthase
LCJDOLDM_00152	CDS	981	lytH	3.4.-.-	COG0739	L-Ala--D-Glu endopeptidase
LCJDOLDM_00153	CDS	768	yunB			Sporulation protein YunB
LCJDOLDM_00154	CDS	306				hypothetical protein
LCJDOLDM_00155	CDS	1389	mggB	3.1.3.-	COG0737	Mannosylglucosyl-3-phosphoglycerate phosphatase
LCJDOLDM_00156	CDS	822				hypothetical protein
LCJDOLDM_00157	CDS	849				hypothetical protein
LCJDOLDM_00158	CDS	348				hypothetical protein
LCJDOLDM_00159	CDS	1341	allB	3.5.2.5	COG0044	Allantoinase
LCJDOLDM_00160	CDS	1596	pucR		COG2508	Purine catabolism regulatory protein
LCJDOLDM_00161	CDS	1350	pucJ		COG2233	Uric acid permease PucJ
LCJDOLDM_00162	CDS	1293	pucK_1		COG2233	Uric acid permease PucK
LCJDOLDM_00163	CDS	1485	pucL		COG3195	Uric acid degradation bifunctional protein PucL
LCJDOLDM_00164	CDS	345	pucM	3.5.2.17	COG2351	5-hydroxyisourate hydrolase
LCJDOLDM_00165	CDS	132				hypothetical protein
LCJDOLDM_00166	CDS	522	pucE	1.17.1.4	COG2080	putative xanthine dehydrogenase subunit E
LCJDOLDM_00167	CDS	2238	pucD	1.17.1.4	COG1529	putative xanthine dehydrogenase subunit D
LCJDOLDM_00168	CDS	834	pucC	1.17.1.4	COG1319	putative xanthine dehydrogenase subunit C
LCJDOLDM_00169	CDS	618	pucB		COG2068	Purine catabolism protein PucB
LCJDOLDM_00170	CDS	993	pucA	1.17.1.4	COG1975	putative xanthine dehydrogenase subunit A
LCJDOLDM_00171	CDS	1251	pucG	2.6.1.112	COG0075	(S)-ureidoglycine--glyoxylate transaminase
LCJDOLDM_00172	CDS	1239	pucF	3.5.3.9	COG0624	Allantoate amidohydrolase
LCJDOLDM_00173	CDS	867	bsn	3.1.-.-	COG2356	Extracellular ribonuclease
LCJDOLDM_00174	CDS	1104	msmX_1	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
LCJDOLDM_00175	CDS	729	yurK		COG2188	putative HTH-type transcriptional regulator YurK
LCJDOLDM_00176	CDS	855	frlD	2.7.1.-	COG0524	Fructosamine kinase FrlD
LCJDOLDM_00177	CDS	903	ngcG		COG0395	Diacetylchitobiose uptake system permease protein NgcG
LCJDOLDM_00178	CDS	879	ngcF		COG1175	Diacetylchitobiose uptake system permease protein NgcF
LCJDOLDM_00179	CDS	1269	msmE		COG1653	Multiple sugar-binding protein
LCJDOLDM_00180	CDS	987	frlB	3.5.-.-	COG2222	Fructosamine deglycase FrlB
LCJDOLDM_00181	CDS	375	uvrC_1			UvrABC system protein C
LCJDOLDM_00182	CDS	1119	thiO_1	1.4.3.19		Glycine oxidase
LCJDOLDM_00183	CDS	147	sspG			Small, acid-soluble spore protein G
LCJDOLDM_00184	CDS	273				hypothetical protein
LCJDOLDM_00185	CDS	384				hypothetical protein
LCJDOLDM_00186	CDS	1398				hypothetical protein
LCJDOLDM_00187	CDS	444	sufU	2.-.-.-	COG0822	Zinc-dependent sulfurtransferase SufU
LCJDOLDM_00188	CDS	1221	sufS	2.8.1.7	COG0520	Cysteine desulfurase SufS
LCJDOLDM_00189	CDS	1314				hypothetical protein
LCJDOLDM_00190	CDS	786	sufC		COG0396	Vegetative protein 296
LCJDOLDM_00191	CDS	363				hypothetical protein
LCJDOLDM_00192	CDS	825	metQ_1		COG1464	Methionine-binding lipoprotein MetQ
LCJDOLDM_00193	CDS	669	metP		COG2011	Methionine import system permease protein MetP
LCJDOLDM_00194	CDS	1026	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
LCJDOLDM_00195	CDS	345				hypothetical protein
LCJDOLDM_00196	CDS	321				hypothetical protein
LCJDOLDM_00197	CDS	441	rnmV_1	3.1.26.8		Ribonuclease M5
LCJDOLDM_00198	CDS	237				hypothetical protein
LCJDOLDM_00199	CDS	384	gcvH		COG0509	Glycine cleavage system H protein
LCJDOLDM_00200	CDS	357	mgsR_1		COG1393	Regulatory protein MgsR
LCJDOLDM_00201	CDS	1785	fadE	1.3.99.-	COG1960	putative acyl-CoA dehydrogenase
LCJDOLDM_00202	CDS	1176	fadA	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
LCJDOLDM_00203	CDS	2370	fadN	1.1.1.35	COG1024	putative 3-hydroxyacyl-CoA dehydrogenase
LCJDOLDM_00204	CDS	147				hypothetical protein
LCJDOLDM_00205	CDS	909	fadM	1.5.5.2	COG0506	Proline dehydrogenase 1
LCJDOLDM_00206	CDS	246				hypothetical protein
LCJDOLDM_00207	CDS	333				hypothetical protein
LCJDOLDM_00208	CDS	468	yusO_1			putative HTH-type transcriptional regulator YusO
LCJDOLDM_00209	CDS	1626	bmr3_1			Multidrug resistance protein 3
LCJDOLDM_00210	CDS	384				hypothetical protein
LCJDOLDM_00211	CDS	741	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
LCJDOLDM_00212	CDS	888	gltR_1		COG0583	HTH-type transcriptional regulator GltR
LCJDOLDM_00213	CDS	246				hypothetical protein
LCJDOLDM_00214	CDS	828	yusV_1		COG1120	putative siderophore transport system ATP-binding protein YusV
LCJDOLDM_00215	CDS	438				hypothetical protein
LCJDOLDM_00216	CDS	1797	pepF1_1	3.4.24.-		Oligoendopeptidase F, plasmid
LCJDOLDM_00217	CDS	843				hypothetical protein
LCJDOLDM_00218	CDS	462	mrgA		COG0783	Metalloregulation DNA-binding stress protein
LCJDOLDM_00219	CDS	1377	htrB_1	3.4.21.107	COG0265	Serine protease Do-like HtrB
LCJDOLDM_00220	CDS	678	cssR			Transcriptional regulatory protein CssR
LCJDOLDM_00221	CDS	1356	cssS	2.7.13.3		Sensor histidine kinase CssS
LCJDOLDM_00222	CDS	876				hypothetical protein
LCJDOLDM_00223	CDS	1389	fumC	4.2.1.2		Fumarate hydratase class II
LCJDOLDM_00224	CDS	186				hypothetical protein
LCJDOLDM_00225	CDS	1449	gerAA			Spore germination protein A1
LCJDOLDM_00226	CDS	1098	gerAB			Spore germination protein A2
LCJDOLDM_00227	CDS	1122	gerAC			Spore germination protein A3
LCJDOLDM_00228	CDS	636	liaR_1		COG2197	Transcriptional regulatory protein LiaR
LCJDOLDM_00229	CDS	1083	liaS	2.7.13.3	COG4585	Sensor histidine kinase LiaS
LCJDOLDM_00230	CDS	726	liaF		COG4758	Protein LiaF
LCJDOLDM_00231	CDS	873	liaG		COG3595	Protein LiaG
LCJDOLDM_00232	CDS	678	liaH		COG1842	Protein LiaH
LCJDOLDM_00233	CDS	381	liaI			Protein LiaI
LCJDOLDM_00234	CDS	1269				hypothetical protein
LCJDOLDM_00235	CDS	582	yvqK	2.5.1.17	COG2096	Corrinoid adenosyltransferase
LCJDOLDM_00236	CDS	1332	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
LCJDOLDM_00237	CDS	1062	hmuU		COG0609	Hemin transport system permease protein HmuU
LCJDOLDM_00238	CDS	945	btuF			Vitamin B12-binding protein
LCJDOLDM_00239	CDS	792	bdhA_1	1.1.1.30		D-beta-hydroxybutyrate dehydrogenase
LCJDOLDM_00240	CDS	879		3.1.1.99		6-deoxy-6-sulfogluconolactonase
LCJDOLDM_00241	CDS	1743	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
LCJDOLDM_00242	CDS	714	walR_1		COG0745	Transcriptional regulatory protein WalR
LCJDOLDM_00243	CDS	240	rsoA			Sigma-O factor regulatory protein RsoA
LCJDOLDM_00244	CDS	573	sigO			RNA polymerase sigma factor SigO
LCJDOLDM_00245	CDS	153	yvrJ			putative protein YvrJ
LCJDOLDM_00246	CDS	1158	oxdC	4.1.1.2	COG2140	Oxalate decarboxylase OxdC
LCJDOLDM_00247	CDS	411	yvrL			Membrane-bound negative regulator YvrL
LCJDOLDM_00248	CDS	1230	yknZ_1		COG0577	putative ABC transporter permease YknZ
LCJDOLDM_00249	CDS	690	yknY_1	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
LCJDOLDM_00250	CDS	1194	yknX_1		COG0845	Putative efflux system component YknX
LCJDOLDM_00251	CDS	810	yusV_2		COG1120	putative siderophore transport system ATP-binding protein YusV
LCJDOLDM_00252	CDS	1011	feuC_1		COG0609	Iron-uptake system permease protein FeuC
LCJDOLDM_00253	CDS	1047	feuB_1		COG0609	Iron-uptake system permease protein FeuB
LCJDOLDM_00254	CDS	948	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
LCJDOLDM_00255	CDS	1410	arcD		COG0531	Arginine/ornithine antiporter
LCJDOLDM_00256	CDS	141	sspJ			Small, acid-soluble spore protein J
LCJDOLDM_00257	CDS	483	ydjM_1		COG1988	Inner membrane protein YdjM
LCJDOLDM_00258	CDS	1854	ltaS2_1		COG1368	Lipoteichoic acid synthase 2
LCJDOLDM_00259	CDS	930				hypothetical protein
LCJDOLDM_00260	CDS	783	modA		COG0725	Molybdate-binding protein ModA
LCJDOLDM_00261	CDS	684	modB		COG4149	Molybdenum transport system permease protein ModB
LCJDOLDM_00262	CDS	831	yvgN_1	1.1.1.-	COG0656	Glyoxal reductase
LCJDOLDM_00263	CDS	495	yvgO			Stress response protein YvgO
LCJDOLDM_00264	CDS	2013	nhaK		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
LCJDOLDM_00265	CDS	1716	cysI	1.8.1.2	COG0155	Sulfite reductase [NADPH] hemoprotein beta-component
LCJDOLDM_00266	CDS	1818	cysJ	1.8.1.2	COG0369	Sulfite reductase [NADPH] flavoprotein alpha-component
LCJDOLDM_00267	CDS	2325	helD	3.6.4.12	COG3973	DNA helicase IV
LCJDOLDM_00268	CDS	435				hypothetical protein
LCJDOLDM_00269	CDS	612				hypothetical protein
LCJDOLDM_00270	CDS	417	bdbC		COG1495	Disulfide bond formation protein C
LCJDOLDM_00271	CDS	669	bdbD		COG1651	Disulfide bond formation protein D
LCJDOLDM_00272	CDS	2100	cadA	3.6.3.3	COG2217	Cadmium, zinc and cobalt-transporting ATPase
LCJDOLDM_00273	CDS	2415	copA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
LCJDOLDM_00274	CDS	210	copZ			Copper chaperone CopZ
LCJDOLDM_00275	CDS	306	csoR_1		COG1937	Copper-sensing transcriptional repressor CsoR
LCJDOLDM_00276	CDS	1047	iolW	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolW
LCJDOLDM_00277	CDS	636	azoR2	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase 2
LCJDOLDM_00278	CDS	1896				hypothetical protein
LCJDOLDM_00279	CDS	402				hypothetical protein
LCJDOLDM_00280	CDS	360	qacC			Quaternary ammonium compound-resistance protein QacC
LCJDOLDM_00281	CDS	573				hypothetical protein
LCJDOLDM_00282	CDS	795	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
LCJDOLDM_00283	CDS	432				hypothetical protein
LCJDOLDM_00284	CDS	1566	arnC	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
LCJDOLDM_00285	tmRNA	360	ssrA			transfer-messenger RNA, SsrA
LCJDOLDM_00286	CDS	471	smpB		COG0691	SsrA-binding protein
LCJDOLDM_00287	CDS	2340	rnr	3.1.13.1	COG0557	Ribonuclease R
LCJDOLDM_00288	CDS	741	est	3.1.1.1	COG1647	Carboxylesterase
LCJDOLDM_00289	CDS	231	secG		COG1314	putative protein-export membrane protein SecG
LCJDOLDM_00290	CDS	771	yvaM	3.-.-.-		AB hydrolase superfamily protein YvaM
LCJDOLDM_00291	CDS	243				hypothetical protein
LCJDOLDM_00292	CDS	417	rghR_1			HTH-type transcriptional repressor RghR
LCJDOLDM_00293	CDS	420	rghR_2			HTH-type transcriptional repressor RghR
LCJDOLDM_00294	CDS	327	yodB_1		COG1733	HTH-type transcriptional regulator YodB
LCJDOLDM_00295	CDS	1701				hypothetical protein
LCJDOLDM_00296	CDS	681	opuBD		COG1174	Choline transport system permease protein OpuBD
LCJDOLDM_00297	CDS	921	opuBC		COG1732	Choline-binding protein
LCJDOLDM_00298	CDS	654	opuBB		COG1174	Choline transport system permease protein OpuBB
LCJDOLDM_00299	CDS	1146	opuBA_1		COG1125	Choline transport ATP-binding protein OpuBA
LCJDOLDM_00300	CDS	534	opcR_2		COG1510	HTH-type transcriptional repressor OpcR
LCJDOLDM_00301	CDS	675	opuCD		COG1174	Glycine betaine/carnitine/choline transport system permease protein OpuCD
LCJDOLDM_00302	CDS	918	opuCC		COG1732	Glycine betaine/carnitine/choline-binding protein OpuCC
LCJDOLDM_00303	CDS	654	opuCB		COG1174	Glycine betaine/carnitine/choline transport system permease protein OpuCB
LCJDOLDM_00304	CDS	1143	opuCA		COG1125	Glycine betaine/carnitine/choline transport ATP-binding protein OpuCA
LCJDOLDM_00305	CDS	558	opcR_3		COG1510	HTH-type transcriptional repressor OpcR
LCJDOLDM_00306	CDS	633				hypothetical protein
LCJDOLDM_00307	CDS	588				hypothetical protein
LCJDOLDM_00308	CDS	699				hypothetical protein
LCJDOLDM_00309	CDS	1818				hypothetical protein
LCJDOLDM_00310	CDS	462	yvbK	2.3.1.-		putative N-acetyltransferase YvbK
LCJDOLDM_00311	CDS	1224				hypothetical protein
LCJDOLDM_00312	CDS	918				hypothetical protein
LCJDOLDM_00313	CDS	678	bshB1_1	3.5.1.-	COG2120	N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 1
LCJDOLDM_00314	CDS	729				putative protein
LCJDOLDM_00315	CDS	783				hypothetical protein
LCJDOLDM_00316	CDS	1236	kdnA	2.6.1.109	COG0399	8-amino-3,8-dideoxy-alpha-D-manno-octulosonate transaminase
LCJDOLDM_00317	CDS	930	strE	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
LCJDOLDM_00318	CDS	1131	arnB_1	2.6.1.87	COG0399	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
LCJDOLDM_00319	CDS	1335	wbpA	1.1.1.136	COG0677	UDP-N-acetyl-D-glucosamine 6-dehydrogenase
LCJDOLDM_00320	CDS	1278	ywaD_1	3.4.11.6	COG2234	Aminopeptidase YwaD
LCJDOLDM_00321	CDS	1293	eno	4.2.1.11	COG0148	Enolase
LCJDOLDM_00322	CDS	1536	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
LCJDOLDM_00323	CDS	762	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
LCJDOLDM_00324	CDS	1185	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
LCJDOLDM_00325	CDS	1008	gapA	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase 1
LCJDOLDM_00326	CDS	1023	cggR		COG2390	Central glycolytic genes regulator
LCJDOLDM_00327	CDS	1395	araE		COG0477	Arabinose-proton symporter
LCJDOLDM_00328	CDS	1089	araR		COG1609	Arabinose metabolism transcriptional repressor
LCJDOLDM_00329	CDS	1011				hypothetical protein
LCJDOLDM_00330	CDS	879	cmpR_1			HTH-type transcriptional activator CmpR
LCJDOLDM_00331	CDS	918	eamA		COG0697	putative amino-acid metabolite efflux pump
LCJDOLDM_00332	CDS	1344	yvbW		COG1113	putative amino acid permease YvbW
LCJDOLDM_00333	CDS	1035	ydhD_1	3.2.-.-	COG3858	Putative sporulation-specific glycosylase YdhD
LCJDOLDM_00334	CDS	723	lutC		COG1556	Lactate utilization protein C
LCJDOLDM_00335	CDS	1440	lutB		COG1139	Lactate utilization protein B
LCJDOLDM_00336	CDS	717	lutA_1		COG0247	Lactate utilization protein A
