locus_tag	ftype	length_bp	gene	EC_number	COG	product
OGCDPPDJ_00208	CDS	936	dnaI		COG1484	Primosomal protein DnaI
OGCDPPDJ_00209	CDS	642	ydjZ_1		COG0398	TVP38/TMEM64 family inner membrane protein YdjZ
OGCDPPDJ_00210	CDS	846				hypothetical protein
OGCDPPDJ_00211	CDS	267				hypothetical protein
OGCDPPDJ_00212	CDS	1932	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase 1
OGCDPPDJ_00213	CDS	783	ppaX_1	3.6.1.1		Pyrophosphatase PpaX
OGCDPPDJ_00214	CDS	1782	ypdA	2.7.13.3	COG3275	Sensor histidine kinase YpdA
OGCDPPDJ_00215	CDS	726	lytR		COG3279	Sensory transduction protein LytR
OGCDPPDJ_00216	CDS	441	lrgA		COG1380	Antiholin-like protein LrgA
OGCDPPDJ_00217	CDS	696	lrgB		COG1346	Antiholin-like protein LrgB
OGCDPPDJ_00218	CDS	357				hypothetical protein
OGCDPPDJ_00219	CDS	504	infC			Translation initiation factor IF-3
OGCDPPDJ_00220	CDS	201	rpmI		COG0291	50S ribosomal protein L35
OGCDPPDJ_00221	CDS	360	rplT		COG0292	50S ribosomal protein L20
OGCDPPDJ_00222	CDS	270				hypothetical protein
OGCDPPDJ_00223	CDS	393	ysdB			Sigma-w pathway protein YsdB
OGCDPPDJ_00224	CDS	1086	ysdC_2	3.4.11.-	COG1363	Putative aminopeptidase YsdC
OGCDPPDJ_00225	CDS	972	abnA	3.2.1.99	COG3507	Extracellular endo-alpha-(1->5)-L-arabinanase 1
OGCDPPDJ_00226	CDS	1491	araA	5.3.1.4		L-arabinose isomerase
OGCDPPDJ_00227	CDS	1683	araB	2.7.1.16	COG1069	Ribulokinase
OGCDPPDJ_00228	CDS	690	araD	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase
OGCDPPDJ_00229	CDS	810	araL	3.1.3.23	COG0647	Sugar-phosphatase AraL
OGCDPPDJ_00230	CDS	1185	egsA	1.1.1.261	COG0371	Glycerol-1-phosphate dehydrogenase [NAD(P)+]
OGCDPPDJ_00231	CDS	1302	araN		COG1653	putative arabinose-binding protein
OGCDPPDJ_00232	CDS	942	araP		COG1175	L-arabinose transport system permease protein AraP
OGCDPPDJ_00233	CDS	846	araQ_2		COG0395	L-arabinose transport system permease protein AraQ
OGCDPPDJ_00234	CDS	1503	abfA	3.2.1.55	COG3534	Intracellular exo-alpha-(1->5)-L-arabinofuranosidase 1
OGCDPPDJ_00235	CDS	1797	cstA		COG1966	Peptide transporter CstA
OGCDPPDJ_00236	CDS	381	fosB_1	2.5.1.-		Metallothiol transferase FosB
OGCDPPDJ_00237	CDS	1335	lutA_1			Lactate utilization protein A
OGCDPPDJ_00238	CDS	1413		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
OGCDPPDJ_00239	CDS	1107	cdaR_1		COG3835	Carbohydrate diacid regulator
OGCDPPDJ_00240	CDS	216	sspI			Small, acid-soluble spore protein I
OGCDPPDJ_00241	CDS	747	rlmB	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
OGCDPPDJ_00242	CDS	1035	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
OGCDPPDJ_00243	CDS	2415	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
OGCDPPDJ_00244	CDS	939	rnhC	3.1.26.4	COG1039	Ribonuclease HIII
OGCDPPDJ_00245	CDS	258	zapA		COG3027	Cell division protein ZapA
OGCDPPDJ_00246	CDS	534				hypothetical protein
OGCDPPDJ_00247	CDS	1713	polX		COG1387	DNA polymerase/3'-5' exonuclease PolX
OGCDPPDJ_00248	CDS	2358	mutS2	3.1.-.-		Endonuclease MutS2
OGCDPPDJ_00249	CDS	405				hypothetical protein
OGCDPPDJ_00250	CDS	1683	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
OGCDPPDJ_00251	CDS	585	fadR			Fatty acid metabolism regulator protein
OGCDPPDJ_00252	CDS	777	fadB	4.2.1.17	COG1024	putative enoyl-CoA hydratase
OGCDPPDJ_00253	CDS	774	etfB		COG2086	Electron transfer flavoprotein subunit beta
OGCDPPDJ_00254	CDS	978	etfA		COG2025	Electron transfer flavoprotein subunit alpha
OGCDPPDJ_00255	CDS	213				hypothetical protein
OGCDPPDJ_00256	CDS	1488	abf2	3.2.1.55	COG3534	Intracellular exo-alpha-L-arabinofuranosidase 2
OGCDPPDJ_00257	CDS	315	trxA_1		COG0526	Thioredoxin
OGCDPPDJ_00258	CDS	1773	uvrC_1		COG0322	UvrABC system protein C
OGCDPPDJ_00259	CDS	1227	lysC_1	2.7.2.4	COG0527	Aspartokinase 2
OGCDPPDJ_00260	CDS	447	yslB			putative protein YslB
OGCDPPDJ_00261	CDS	609	sdhC		COG2009	Succinate dehydrogenase cytochrome b558 subunit
OGCDPPDJ_00262	CDS	1761	frdA	1.3.5.4		Fumarate reductase flavoprotein subunit
OGCDPPDJ_00263	CDS	762	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
OGCDPPDJ_00264	CDS	444				hypothetical protein
OGCDPPDJ_00265	CDS	225	gerE		COG2771	Spore germination protein GerE
OGCDPPDJ_00266	CDS	441	yusO_1			putative HTH-type transcriptional regulator YusO
OGCDPPDJ_00267	CDS	816	racE	5.1.1.3	COG0796	Glutamate racemase 1
OGCDPPDJ_00268	CDS	1101	gerM		COG5401	Spore germination protein GerM
OGCDPPDJ_00269	CDS	738	rph	2.7.7.56	COG0689	Ribonuclease PH
OGCDPPDJ_00270	CDS	588		3.6.1.66		dITP/XTP pyrophosphatase
OGCDPPDJ_00271	CDS	507		3.1.4.-		Putative metallophosphoesterase MG207 
OGCDPPDJ_00272	tRNA	76				tRNA-Arg(tct)
OGCDPPDJ_00273	CDS	825	ysnF			Stress response protein YsnF
OGCDPPDJ_00274	CDS	456	ysnE	2.3.1.-		putative N-acetyltransferase YsnE
OGCDPPDJ_00275	CDS	327				hypothetical protein
OGCDPPDJ_00276	CDS	1725	ilvB	2.2.1.6	COG0028	Acetolactate synthase large subunit
OGCDPPDJ_00277	CDS	519	ilvH	2.2.1.6	COG0440	Acetolactate synthase small subunit
OGCDPPDJ_00278	CDS	1029	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
OGCDPPDJ_00279	CDS	1557	leuA	2.3.3.13		2-isopropylmalate synthase
OGCDPPDJ_00280	CDS	1098	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
OGCDPPDJ_00281	CDS	1419	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
OGCDPPDJ_00282	CDS	600	leuD1	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit 1
OGCDPPDJ_00283	CDS	1005				hypothetical protein
OGCDPPDJ_00284	CDS	1275	tig	5.2.1.8	COG0544	Trigger factor
OGCDPPDJ_00285	CDS	1263	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
OGCDPPDJ_00286	CDS	1659	lon2	3.4.21.53	COG1067	Lon protease 2
OGCDPPDJ_00287	CDS	2325	lon1	3.4.21.53	COG0466	Lon protease 1
OGCDPPDJ_00288	CDS	588	engB		COG0218	putative GTP-binding protein EngB
OGCDPPDJ_00289	CDS	498				hypothetical protein
OGCDPPDJ_00290	CDS	1395	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
OGCDPPDJ_00291	CDS	831	ccsA_1			Cytochrome c biogenesis protein CcsA
OGCDPPDJ_00292	CDS	945	hemC	2.5.1.61		Porphobilinogen deaminase
OGCDPPDJ_00293	CDS	789				hypothetical protein
OGCDPPDJ_00294	CDS	975	hemB_1	4.2.1.24		Delta-aminolevulinic acid dehydratase
OGCDPPDJ_00295	CDS	1293	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
OGCDPPDJ_00296	CDS	1728	spoVID			Stage VI sporulation protein D
OGCDPPDJ_00297	CDS	1035				hypothetical protein
OGCDPPDJ_00298	CDS	192				hypothetical protein
OGCDPPDJ_00299	CDS	2643	valS	6.1.1.9	COG0525	Valine--tRNA ligase
OGCDPPDJ_00300	CDS	1293	fpgS	6.3.2.17		Folylpolyglutamate synthase
OGCDPPDJ_00301	CDS	537	comC			Type 4 prepilin-like proteins leader peptide-processing enzyme
OGCDPPDJ_00302	CDS	999	spoIIB			Stage II sporulation protein B
OGCDPPDJ_00303	CDS	570	maf	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
OGCDPPDJ_00304	CDS	696				hypothetical protein
OGCDPPDJ_00305	CDS	1014	mreB		COG1077	Cell shape-determining protein MreB
OGCDPPDJ_00306	CDS	873	mreC		COG1792	Cell shape-determining protein MreC
OGCDPPDJ_00307	CDS	519	mreD		COG2891	Rod shape-determining protein MreD
OGCDPPDJ_00308	CDS	681	minC		COG0850	Septum site-determining protein MinC
OGCDPPDJ_00309	CDS	807	minD		COG2894	Septum site-determining protein MinD
OGCDPPDJ_00310	CDS	795	spoIVFA		COG0739	Stage IV sporulation protein FA
OGCDPPDJ_00311	CDS	867	spoIVFB	3.4.24.-	COG1994	Stage IV sporulation protein FB
OGCDPPDJ_00312	CDS	309	rplU		COG0261	50S ribosomal protein L21
OGCDPPDJ_00313	CDS	339				hypothetical protein
OGCDPPDJ_00314	CDS	285	rpmA		COG0211	50S ribosomal protein L27
